,Año,Trimestre,Provincia,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OtrasMediciones,TotalMediciones
711,2015,2,río negro,3413,4525,87362,97,3240,1,51,0.0,98689
712,2015,2,salta,1123,13020,64737,16241,3114,29,5,0.0,98269
713,2015,2,san juan,8,410,51568,0,0,0,2,0.0,51988
714,2015,2,san luis,9,4,13204,0,0,1,2,0.0,13220
715,2015,2,santa cruz,210,25,25519,2,0,0,0,0.0,25756
716,2015,2,santa fe,6827,86016,364441,53205,33894,1856,1014,0.0,547253
717,2015,2,santiago del estero,703,8779,23456,5553,888,0,0,0.0,39379
718,2015,2,tierra del fuego,15,285,36073,2,0,0,0,0.0,36375
719,2015,2,tucumán,107,25178,83462,26966,4502,455,0,0.0,140670
720,2015,1,buenos aires,8882,123589,2267852,220070,126958,1561,5700,0.0,2754612
721,2015,1,capital federal,2545,59084,1013510,134151,114569,1195,8401,0.0,1333455
722,2015,1,catamarca,13,7634,13754,3202,517,9,1,0.0,25130
723,2015,1,chaco,26,12053,47425,15883,5346,489,135,0.0,81357
724,2015,1,chubut,651,6176,57333,102,0,0,0,0.0,64262
725,2015,1,córdoba,157,78427,432802,46574,37443,1615,815,0.0,597833
726,2015,1,corrientes,36,13295,47842,15554,4424,235,98,0.0,81484
727,2015,1,entre ríos,2867,23951,104168,28113,6926,274,119,0.0,166418
728,2015,1,formosa,1891,7336,14413,2024,878,157,1,0.0,26700
729,2015,1,jujuy,2458,9754,19858,3939,603,0,0,0.0,36612
730,2015,1,la pampa,6059,8054,45038,26,10,13,10,0.0,59210
731,2015,1,la rioja,11,4201,9379,2207,533,0,3,0.0,16334
732,2015,1,mendoza,287,24,169763,38,16,6,11,0.0,170145
733,2015,1,misiones,958,11136,51906,12387,8543,194,26,0.0,85150
734,2015,1,neuquén,1895,2577,80787,170,4067,2,76,0.0,89574
735,2015,1,río negro,3371,4913,86173,94,2632,2,42,0.0,97227
736,2015,1,salta,1123,14151,64992,13955,2569,15,5,0.0,96810
737,2015,1,san juan,8,445,51346,0,0,0,2,0.0,51801
738,2015,1,san luis,10,8,12720,0,1,0,2,0.0,12741
739,2015,1,santa cruz,205,27,26048,2,0,0,0,0.0,26282
740,2015,1,santa fe,6883,93096,360964,45270,27597,1542,900,0.0,536252
741,2015,1,santiago del estero,701,9236,23136,4796,748,0,0,0.0,38617
742,2015,1,tierra del fuego,14,609,36319,2,0,0,0,0.0,36944
743,2015,1,tucumán,107,27143,83895,23061,3722,334,0,0.0,138262
744,2014,4,buenos aires,8226,132937,2250445,203620,104322,997,5406,0.0,2705954
745,2014,4,capital federal,2698,62896,1038269,123451,95772,890,7997,0.0,1331972
746,2014,4,catamarca,21,8047,14093,2910,421,0,1,0.0,25493
747,2014,4,chaco,483,12837,42106,7908,2600,124,2,0.0,66060
748,2014,4,chubut,1858,6218,60392,70,0,0,0,0.0,68538
749,2014,4,córdoba,1903,85362,427844,41947,30858,1177,782,0.0,589873
750,2014,4,corrientes,40,13860,42182,7513,2106,0,9,0.0,65710
751,2014,4,entre ríos,2311,27801,88649,18318,3584,1,66,0.0,140730
752,2014,4,formosa,1947,7830,14058,1852,473,47,1,0.0,26208
753,2014,4,jujuy,1880,10427,19740,3443,465,0,0,0.0,35955
754,2014,4,la pampa,6266,6879,36520,26,5,4,10,0.0,49710
755,2014,4,la rioja,9,4333,9728,1943,386,0,3,0.0,16402
756,2014,4,mendoza,303,19,169222,36,14,5,12,0.0,169611
757,2014,4,misiones,547,11840,53093,8731,2952,54,12,0.0,77229
758,2014,4,neuquén,1731,2744,80938,126,3621,2,66,0.0,89228
759,2014,4,río negro,3640,4723,85094,94,2319,4,30,0.0,95904
760,2014,4,salta,54,16214,63221,12552,1922,0,4,0.0,93967
761,2014,4,san juan,11,478,51628,0,0,0,2,0.0,52119
762,2014,4,san luis,9,0,13135,0,0,1,2,0.0,13147
763,2014,4,santa cruz,156,1400,24145,1,1,0,0,0.0,25703
764,2014,4,santa fe,8707,99962,359293,36718,21098,869,824,0.0,527471
765,2014,4,santiago del estero,1246,8913,24181,4359,602,0,0,0.0,39301
766,2014,4,tierra del fuego,12,283,31489,2,0,0,0,0.0,31786
767,2014,4,tucumán,17,28746,85091,20631,2733,196,0,0.0,137414
768,2014,3,buenos aires,7355,128187,2281524,156693,68947,243,4232,0.0,2647181
769,2014,3,capital federal,840,78016,1060145,102170,70907,95,6626,0.0,1318799
770,2014,3,catamarca,19,8845,13790,1915,111,0,0,0.0,24680
771,2014,3,chaco,398,14731,41934,5428,1274,5,0,0.0,63770
772,2014,3,chubut,2013,6281,60771,34,0,0,0,0.0,69099
773,2014,3,córdoba,660,98992,435692,28992,18888,84,664,0.0,583972
774,2014,3,corrientes,21,15448,41717,5181,1172,0,0,0.0,63539
775,2014,3,entre ríos,1709,29710,91450,12569,1310,0,48,0.0,136796
776,2014,3,formosa,2001,8323,14202,1324,85,0,0,0.0,25935
777,2014,3,jujuy,127,10979,20216,2305,82,0,0,0.0,33709
778,2014,3,la pampa,6458,6645,41009,24,5,4,10,0.0,54155
779,2014,3,la rioja,10,4785,9720,1337,61,0,0,0.0,15913
780,2014,3,mendoza,35,0,167763,31,12,13,1,0.0,167855
781,2014,3,misiones,640,13637,53510,5928,1606,0,1,0.0,75322
782,2014,3,neuquén,1522,3099,80090,107,2865,10,27,0.0,87720
783,2014,3,río negro,3640,5189,86868,87,1944,8,9,0.0,97745
784,2014,3,salta,732,17481,66026,8314,388,0,0,0.0,92941
785,2014,3,san juan,8,487,51276,0,0,0,0,0.0,51771
786,2014,3,san luis,8,0,13029,0,0,3,0,0.0,13040
787,2014,3,santa cruz,195,1624,24248,1,1,0,0,0.0,26069
788,2014,3,santa fe,8230,112593,357615,23962,12124,38,806,0.0,515368
789,2014,3,santiago del estero,791,9914,23826,2867,142,0,0,0.0,37540
790,2014,3,tierra del fuego,12,336,32348,2,0,0,0,0.0,32698
791,2014,3,tucumán,6,32716,84668,14101,559,4,0,0.0,132054
792,2014,2,buenos aires,6902,162274,2288772,140226,56549,284,4309,0.0,2659316
793,2014,2,capital federal,847,81431,1078213,87359,56004,59,6427,0.0,1310340
794,2014,2,catamarca,19,8844,13794,1915,111,0,0,0.0,24683
795,2014,2,chaco,412,14854,41530,5418,1085,5,0,0.0,63304
796,2014,2,chubut,2064,6582,61868,0,0,0,0,0.0,70514
797,2014,2,córdoba,2105,101598,429536,28698,14824,76,627,0.0,577464
798,2014,2,corrientes,20,15563,41219,5199,956,0,0,0.0,62957
799,2014,2,entre ríos,2187,32781,86757,12564,1162,0,44,0.0,135495
800,2014,2,formosa,2032,8218,13944,1321,85,0,0,0.0,25600
801,2014,2,jujuy,1873,11233,18851,2305,82,0,0,0.0,34344
802,2014,2,la pampa,7032,6761,34089,18,5,4,10,0.0,47919
803,2014,2,la rioja,10,4785,9719,1337,61,0,0,0.0,15912
804,2014,2,mendoza,35,6,166710,31,10,5,10,0.0,166807
805,2014,2,misiones,540,13644,53245,5924,1334,2,0,0.0,74689
806,2014,2,neuquén,1531,3206,79087,92,2289,2,30,0.0,86237
807,2014,2,río negro,3468,5507,84978,78,1569,2,8,0.0,95610
808,2014,2,salta,53,18818,64440,8293,388,0,0,0.0,91992
809,2014,2,san juan,10,507,51129,0,0,0,0,0.0,51646
810,2014,2,san luis,7,0,13045,0,0,1,2,0.0,13055
811,2014,2,santa cruz,153,1637,25374,2,0,0,0,0.0,27166
812,2014,2,santa fe,8515,115197,353559,23939,10058,34,792,0.0,512094
813,2014,2,santiago del estero,1231,9914,23842,2867,142,0,0,0.0,37996
814,2014,2,tierra del fuego,12,334,31198,2,0,0,0,0.0,31546
815,2014,2,tucumán,6,32714,84675,14101,559,4,0,0.0,132059
816,2014,1,buenos aires,8469,171244,2279875,121787,38923,206,4037,0.0,2624542
817,2014,1,capital federal,852,88826,1096050,70293,38798,55,6208,0.0,1301081
818,2014,1,catamarca,19,9147,13330,1672,64,0,0,0.0,24232
819,2014,1,chaco,438,15849,40869,4644,741,5,0,0.0,62546
820,2014,1,chubut,7452,10,61329,0,0,0,0,0.0,68791
821,2014,1,córdoba,2076,107705,423114,24112,9818,40,588,0.0,567453
822,2014,1,corrientes,20,16357,40742,4486,630,0,0,0.0,62235
823,2014,1,entre ríos,2177,35206,85248,10828,746,0,43,0.0,134248
824,2014,1,formosa,2062,8475,13685,1133,67,0,0,0.0,25422
825,2014,1,jujuy,1832,11498,18415,2002,56,0,0,0.0,33803
826,2014,1,la pampa,7434,6535,32501,17,5,4,10,0.0,46506
827,2014,1,la rioja,10,5111,9390,1165,35,0,0,0.0,15711
828,2014,1,mendoza,35,6,166655,19,10,6,9,0.0,166740
829,2014,1,misiones,545,14460,52852,5139,958,0,0,0.0,73954
830,2014,1,neuquén,4133,987,77148,84,1582,2,22,0.0,83958
831,2014,1,río negro,4670,4618,84304,73,1062,1,8,0.0,94736
832,2014,1,salta,53,19677,64061,7192,314,0,0,0.0,91297
833,2014,1,san juan,531,2,51056,0,0,0,0,0.0,51589
834,2014,1,san luis,7,3,12544,0,1,0,2,0.0,12557
835,2014,1,santa cruz,161,1625,24972,1,1,0,0,0.0,26760
836,2014,1,santa fe,8456,124468,345225,20328,6845,23,668,0.0,506013
837,2014,1,santiago del estero,1234,10531,22817,2422,109,0,0,0.0,37113
838,2014,1,tierra del fuego,12,607,30902,6,0,0,0,0.0,31527
839,2014,1,tucumán,6,34672,83210,11779,362,3,0,0.0,130032
