,Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
1570,FORMOSA,Patiño,San Martín II,34035140,- 0,- 0,- 0,1,- 0,- 0,- 0,369,370
1571,FORMOSA,Patiño,Subteniente Perín,34035150,- 0,- 0,- 0,- 0,- 0,1,- 0,71,72
1572,FORMOSA,Patiño,Villa General Güemes,34035160,- 0,- 0,- 0,2,- 0,- 0,- 0,446,448
1573,FORMOSA,Patiño,Villa General Manuel Belgrano,34035170,- 0,- 0,- 0,1,- 0,- 0,- 0,448,449
1574,FORMOSA,Patiño,San Martín I,34035130,- 0,- 0,- 0,- 0,- 0,- 0,- 0,5,5
1575,FORMOSA,Pilagás,Buena Vista,34042010,- 0,- 0,- 0,3,- 0,- 0,- 0,412,415
1576,FORMOSA,Pilagás,El Espinillo,34042020,- 0,- 0,- 0,- 0,- 0,2,- 0,300,302
1577,FORMOSA,Pilagás,Misión Tacaagle,34042040,- 0,- 0,- 0,- 0,- 0,1,- 0,149,150
1578,FORMOSA,Pilagás,Tres Lagunas,34042060,24,- 0,- 0,- 0,- 0,- 0,- 0,97,121
1579,FORMOSA,Pilagás,Laguna Gallo,34042030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,5,5
1580,FORMOSA,Pilcomayo,Clorinda,34049010,1.256,27,- 0,2.395,15,1,- 0,83,3.777
1581,FORMOSA,Pilcomayo,Laguna Blanca,34049020,42,- 0,1,315,- 0,- 0,- 0,630,988
1582,FORMOSA,Pilcomayo,Laguna Naick-Neck,34049030,113,- 0,- 0,- 0,- 0,2,- 0,363,478
1583,FORMOSA,Pilcomayo,Palma Sola,34049040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,18,18
1584,FORMOSA,Pilcomayo,Riacho He-He,34049060,- 0,- 0,- 0,1,- 0,- 0,- 0,414,415
1585,FORMOSA,Pilcomayo,Siete Palmas,34049080,17,- 0,- 0,1,- 0,- 0,- 0,82,100
1586,FORMOSA,Pilcomayo,Puerto Pilcomayo,34049050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,3,3
1587,FORMOSA,Pilcomayo,Riacho Negro,34049070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,3,3
1588,FORMOSA,Pirané,Colonia Campo Villafañe,34056010,- 0,- 0,- 0,52,- 0,- 0,- 0,98,150
1589,FORMOSA,Pirané,El Colorado,34056020,1.408,- 0,- 0,71,- 0,5,- 0,605,2.089
1590,FORMOSA,Pirané,Palo Santo,34056030,- 0,173,- 0,- 0,- 0,1,- 0,291,465
1591,FORMOSA,Pirané,Pirané,34056040,- 0,- 0,- 0,957,100,4,- 0,513,1.574
1592,FORMOSA,Pirané,Villa Kilómetro 213,34056050,- 0,- 0,- 0,- 0,- 0,1,- 0,230,231
1593,FORMOSA,Ramón Lista,El Potrillo,34063010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,20,20
1594,FORMOSA,Ramón Lista,El Quebracho,34063030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,12,12
1595,FORMOSA,Ramón Lista,General Mosconi,34063020,- 0,- 0,- 0,8,- 0,3,- 0,33,44
1596,FORMOSA,Ramón Lista,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,8,- 0,- 0,8
1597,JUJUY,Cochinoca,Abra Pampa,38007020,- 0,- 0,- 0,- 0,- 0,3,- 0,221,224
1598,JUJUY,Cochinoca,Puesto del Marquéz,38007060,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5
1599,JUJUY,Cochinoca,La Redonda,38007055,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1
1600,JUJUY,Doctor Manuel Belgrano,Guerrero,38021010,75,78,- 0,- 0,- 0,- 0,- 0,- 0,153
1601,JUJUY,Doctor Manuel Belgrano,Lozano (Ap. Chañi),38021040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,111,111
1602,JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),38021060,8.668,39.547,- 0,33.453,36,4,- 0,140,81.848
1603,JUJUY,Doctor Manuel Belgrano,Yala,38021070,- 0,- 0,- 0,- 0,153,1,- 0,3,157
1604,JUJUY,Doctor Manuel Belgrano,La Almona,38021020,- 0,2,- 0,3,- 0,- 0,- 0,- 0,5
1605,JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,38021065,- 0,- 0,- 0,- 0,- 0,1,- 0,8,9
1606,JUJUY,Doctor Manuel Belgrano,León,38021030,- 0,504,- 0,- 0,- 0,1,- 0,- 0,505
1607,JUJUY,El Carmen,El Carmen,38014040,470,720,- 0,- 0,- 0,2,- 0,1,1.193
1608,JUJUY,El Carmen,Los Lapachos (Est. Maquinista Verón),38014050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1
1609,JUJUY,El Carmen,Manantiales,38014060,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2
1610,JUJUY,El Carmen,Monterrico,38014070,- 0,718,- 0,- 0,- 0,1,- 0,10,729
1611,JUJUY,El Carmen,Pampa Blanca,38014080,67,221,- 0,- 0,- 0,2,- 0,1,291
1612,JUJUY,El Carmen,Perico,38014090,- 0,2.034,- 0,- 0,- 0,1,- 0,11,2.046
1613,JUJUY,El Carmen,Puesto Viejo,38014100,- 0,88,- 0,- 0,- 0,1,- 0,- 0,89
1614,JUJUY,El Carmen,Aguas Calientes,38014010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,28,28
1615,JUJUY,Humahuaca,El Aguilar,38028020,- 0,- 0,- 0,- 0,181,1,- 0,- 0,182
1616,JUJUY,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),38028030,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5
1617,JUJUY,Humahuaca,Humahuaca,38028040,369,- 0,- 0,- 0,120,7,- 0,330,826
1618,JUJUY,Humahuaca,Tres Cruces,38028050,- 0,- 0,- 0,5,30,- 0,- 0,- 0,35
1619,JUJUY,Humahuaca,Uquía (Est. Senador Pérez),38028060,3,- 0,- 0,5,40,- 0,- 0,- 0,48
1620,JUJUY,Ledesma,Caimancito,38035030,209,- 0,- 0,- 0,- 0,1,- 0,37,247
1621,JUJUY,Ledesma,Calilegua,38035040,- 0,500,- 0,- 0,- 0,1,- 0,144,645
1622,JUJUY,Ledesma,Chalicán,38035050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,78,78
1623,JUJUY,Ledesma,Fraile Pintado,38035060,650,23,- 0,- 0,- 0,1,- 0,121,795
1624,JUJUY,Ledesma,Libertador General San Martín (Est. Ledesma),38035080,60,6.065,- 0,1.000,- 0,3,- 0,787,7.915
1625,JUJUY,Ledesma,Yuto,38035110,- 0,- 0,- 0,- 0,- 0,1,- 0,176,177
1626,JUJUY,OTROS,OTROS,Sin Datos,- 0,- 0,- 0,- 0,1.085,- 0,- 0,- 0,1.085
1627,JUJUY,Palpalá,Carahunco,38042010,1,- 0,- 0,- 0,- 0,1,- 0,- 0,2
1628,JUJUY,Palpalá,Centro Forestal,38042020,15,- 0,- 0,- 0,- 0,- 0,- 0,- 0,15
1629,JUJUY,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),38042040,1.931,1.004,- 0,3.395,56,3,- 0,1,6.390
1630,JUJUY,Palpalá,Rio Blanco,38042010,- 0,53,- 0,21,- 0,- 0,- 0,- 0,74
1631,JUJUY,Rinconada,Liviara,38049020,- 0,- 0,- 0,- 0,- 0,5,- 0,- 0,5
1632,JUJUY,Rinconada,Loma Blanca,38049025,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2
1633,JUJUY,Rinconada,Nuevo Pirquitas,38049030,- 0,- 0,- 0,5,- 0,2,- 0,- 0,7
1634,JUJUY,Rinconada,Coyaguaima,38049007,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5
1635,JUJUY,Rinconada,Orosmayo,38049035,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5
1636,JUJUY,Rinconada,Rinconada,38049040,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2
1637,JUJUY,Rinconada,Lagunillas de Farallón,38049010,- 0,- 0,- 0,9,- 0,- 0,- 0,- 0,9
1638,JUJUY,San Antonio,Loteo Navea,38056020,- 0,- 0,- 0,77,- 0,- 0,- 0,- 0,77
1639,JUJUY,San Antonio,San Antonio,38056030,1,87,- 0,- 0,- 0,1,- 0,- 0,89
1640,JUJUY,San Antonio,El Ceibal,38056010,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1
1641,JUJUY,San Antonio,Los Alisos,38056017,1,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1
1642,JUJUY,San Pedro,La Esperanza,38063070,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1
1643,JUJUY,San Pedro,La Mendieta,38063090,- 0,- 0,- 0,- 0,- 0,1,- 0,240,241
1644,JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),38063180,5.822,1.334,- 0,1.468,- 0,1,- 0,74,8.699
1645,JUJUY,San Pedro,San Lucas,38063170,- 0,- 0,- 0,- 0,- 0,- 0,- 0,10,10
1646,JUJUY,San Pedro,Don Emilio,38063030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,37,37
1647,JUJUY,San Pedro,Rosario de Río Grande,38063150,- 0,- 0,- 0,- 0,- 0,- 0,- 0,54,54
1648,JUJUY,SANTA BARBARA,El Fuerte,38070010,- 0,- 0,- 0,- 0,- 0,5,- 0,- 0,5
1649,JUJUY,SANTA BARBARA,El Piquete,38070020,75,- 0,- 0,- 0,- 0,- 0,- 0,21,96
1650,JUJUY,SANTA BARBARA,El Talar,38070030,- 0,- 0,- 0,- 0,- 0,1,- 0,141,142
1651,JUJUY,SANTA BARBARA,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,3,- 0,- 0,3
1652,JUJUY,SANTA BARBARA,Palma Sola,38070040,- 0,- 0,- 0,- 0,- 0,1,- 0,115,116
1653,JUJUY,SANTA BARBARA,Santa Clara,38070060,102,- 0,- 0,- 0,- 0,1,- 0,79,182
1654,JUJUY,SANTA BARBARA,Vinalito,38070070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,30,30
1655,JUJUY,Santa Catalina,Casira,38077010,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5
1656,JUJUY,Santa Catalina,Ciénega,38077020,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5
1657,JUJUY,Santa Catalina,Cieneguillas,38077030,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5
1658,JUJUY,Santa Catalina,Cusi Cusi,38077040,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5
1659,JUJUY,Santa Catalina,Misarrumi,38077060,- 0,- 0,- 0,- 0,- 0,5,- 0,- 0,5
1660,JUJUY,Santa Catalina,Oratorio,38077070,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5
1661,JUJUY,Santa Catalina,Paicone,38077080,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5
1662,JUJUY,Santa Catalina,Santa Catalina,38077100,- 0,- 0,- 0,5,- 0,1,- 0,- 0,6
1663,JUJUY,Susques,El Toro,38084030,- 0,- 0,- 0,20,- 0,2,- 0,- 0,22
1664,JUJUY,Susques,Huáncar,38084040,- 0,- 0,- 0,27,- 0,- 0,- 0,- 0,27
1665,JUJUY,Susques,Olacapato,38084055,- 0,- 0,- 0,8,- 0,- 0,- 0,1,9
1666,JUJUY,Susques,Olaroz Chico,38084060,- 0,- 0,- 0,30,- 0,1,- 0,5,36
1667,JUJUY,Susques,Pastos Chicos,38084070,- 0,- 0,- 0,22,- 0,- 0,- 0,- 0,22
1668,JUJUY,Susques,Puesto Sey,38084080,- 0,- 0,- 0,20,- 0,- 0,- 0,- 0,20
1669,JUJUY,Susques,San Juan de Quillaqués,38084090,- 0,- 0,- 0,12,- 0,5,- 0,- 0,17
1670,JUJUY,Susques,Susques,38084100,- 0,- 0,- 0,275,- 0,11,- 0,18,304
1671,JUJUY,Susques,Coranzuli,38084020,- 0,- 0,- 0,60,- 0,- 0,- 0,- 0,60
1672,JUJUY,Susques,Catua,38084010,- 0,- 0,- 0,70,- 0,- 0,- 0,- 0,70
1673,JUJUY,Susques,Jama,38084045,- 0,- 0,- 0,11,- 0,- 0,- 0,- 0,11
1674,JUJUY,Susques,Mina Providencia,38084050,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5
1675,JUJUY,Tilcara,Huacalera,38094020,- 0,- 0,- 0,5,56,- 0,- 0,- 0,61
1676,JUJUY,Tilcara,Juella,38094030,- 0,- 0,- 0,- 0,16,- 0,- 0,- 0,16
1677,JUJUY,Tilcara,Maimará,38094040,- 0,- 0,- 0,5,430,2,- 0,76,513
1678,JUJUY,Tilcara,Tilcara,38094050,- 0,- 0,- 0,5,70,3,- 0,375,453
1679,JUJUY,Tumbaya,Bárcena,38098010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,111,111
1680,JUJUY,Tumbaya,Purmamarca,38098030,77,- 0,- 0,- 0,- 0,- 0,- 0,1,78
1681,JUJUY,Tumbaya,Volcán,38098050,1,- 0,- 0,- 0,5,- 0,- 0,93,99
1682,JUJUY,Tumbaya,El Moreno,38098020,- 0,- 0,- 0,- 0,1,- 0,- 0,- 0,1
1683,JUJUY,Tumbaya,Tumbaya,38098040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,342,342
1684,JUJUY,Valle Grande,Santa Ana,38105040,- 0,- 0,- 0,- 0,- 0,2,- 0,- 0,2
1685,JUJUY,Yavi,Barrios,38112010,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5
1686,JUJUY,Yavi,Cangrejillos,38112020,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5
1687,JUJUY,Yavi,La Intermedia,38112040,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5
1688,JUJUY,Yavi,La Quiaca,38112050,660,- 0,- 0,75,5,1,- 0,1,742
1689,JUJUY,Yavi,Pumahuasi,38112070,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5
1690,JUJUY,Yavi,Yavi Chico,38112090,- 0,- 0,- 0,5,- 0,- 0,- 0,- 0,5
1691,JUJUY,Yavi,Yavi,38112080,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1
1692,LA PAMPA,Atreucó,Doblas,42007010,- 0,333,- 0,40,- 0,1,- 0,41,415
1693,LA PAMPA,Atreucó,Macachín,42007020,- 0,- 0,- 0,301,- 0,1,- 0,1.004,1.306
1694,LA PAMPA,Atreucó,Miguel Riglos,42007030,- 0,- 0,- 0,3,- 0,1,- 0,110,114
1695,LA PAMPA,Atreucó,Rolón,42007040,- 0,- 0,- 0,- 0,- 0,1,- 0,69,70
1696,LA PAMPA,Atreucó,Tomas M. Anchorena,42007050,- 0,- 0,1,- 0,- 0,1,- 0,5,7
1697,LA PAMPA,Caleu Caleu,La Adela,42014020,- 0,261,- 0,- 0,- 0,3,- 0,335,599
1698,LA PAMPA,Capital,Anguil,42021010,- 0,138,- 0,2,99,1,- 0,334,574
1699,LA PAMPA,Capital,Santa Rosa,42021020,1.760,46.905,66,1.387,3.066,3,- 0,271,53.458
1700,LA PAMPA,Catriló,Catriló,42028010,- 0,509,1,680,327,1,- 0,- 0,1.518
1701,LA PAMPA,Catriló,La Gloria,42028020,- 0,- 0,- 0,- 0,24,- 0,- 0,- 0,24
1702,LA PAMPA,Catriló,Lonquimay,42028030,- 0,278,- 0,1,71,1,- 0,- 0,351
1703,LA PAMPA,Catriló,Uriburu,42028040,- 0,90,- 0,1,94,2,- 0,149,336
1704,LA PAMPA,Chalileo,Santa Isabel,42049010,- 0,- 0,2,- 0,- 0,1,- 0,862,865
1705,LA PAMPA,Chapaleufú,Bernardo Larroude,42056010,- 0,- 0,1,57,- 0,1,- 0,530,589
1706,LA PAMPA,Chapaleufú,Ceballos,42056020,- 0,- 0,- 0,1,- 0,1,- 0,73,75
1707,LA PAMPA,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),42056030,- 0,- 0,- 0,- 0,- 0,1,- 0,238,239
1708,LA PAMPA,Chapaleufú,Intendente Alvear,42056040,83,613,1,209,1,2,- 0,556,1.465
1709,LA PAMPA,Chapaleufú,Sarah,42056050,- 0,- 0,- 0,- 0,- 0,2,- 0,16,18
1710,LA PAMPA,Chapaleufú,Vértiz,42056060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,107,107
1711,LA PAMPA,Chical Co,La Humada,42063020,- 0,- 0,- 0,- 0,- 0,1,- 0,152,153
1712,LA PAMPA,Conhelo,Conhelo,42035010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,46,46
1713,LA PAMPA,Conhelo,Eduardo Castex,42035020,1.693,1.341,- 0,7,- 0,1,- 0,- 0,3.042
1714,LA PAMPA,Conhelo,Mauricio Mayer,42035030,- 0,- 0,- 0,- 0,- 0,1,- 0,30,31
1715,LA PAMPA,Conhelo,Monte Nievas,42035040,- 0,- 0,- 0,- 0,- 0,1,- 0,45,46
1716,LA PAMPA,Conhelo,Rucanelo,42035050,- 0,- 0,- 0,1,- 0,- 0,- 0,26,27
1717,LA PAMPA,Conhelo,Winifreda,42035060,- 0,192,2,693,2,- 0,- 0,195,1.084
1718,LA PAMPA,Curacó,Gobernador Duval,42042010,- 0,- 0,- 0,- 0,- 0,1,- 0,83,84
1719,LA PAMPA,Curacó,Puelches,42042020,- 0,- 0,- 0,- 0,- 0,1,- 0,68,69
1720,LA PAMPA,Guatraché,Alpachiri,42070010,- 0,- 0,- 0,2,- 0,1,- 0,- 0,3
1721,LA PAMPA,Guatraché,General Manuel J. Campos,42070020,- 0,- 0,- 0,2,- 0,1,- 0,- 0,3
1722,LA PAMPA,Guatraché,Guatraché,42070030,- 0,239,- 0,2,- 0,1,- 0,278,520
1723,LA PAMPA,Guatraché,Santa Teresa,42070050,- 0,- 0,- 0,2,- 0,- 0,- 0,- 0,2
1724,LA PAMPA,Guatraché,Perú,42070040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,39,39
1725,LA PAMPA,Hucal,Abramo,42077010,- 0,- 0,- 0,1,- 0,1,- 0,64,66
1726,LA PAMPA,Hucal,Bernasconi,42077020,48,- 0,- 0,1,- 0,1,- 0,603,653
1727,LA PAMPA,Hucal,General San Martín (Est. Villa Alba),42077030,- 0,- 0,- 0,2,- 0,- 0,- 0,826,828
1728,LA PAMPA,Hucal,Jacinto Arauz,42077050,631,- 0,- 0,2,- 0,2,- 0,76,711
1729,LA PAMPA,Limay Mahuida,La Reforma,42091010,- 0,- 0,- 0,- 0,- 0,1,- 0,65,66
1730,LA PAMPA,Limay Mahuida,Limay Mahuida,42091020,- 0,- 0,- 0,- 0,- 0,1,- 0,16,17
1731,LA PAMPA,Loventué,Carro Quemado,42098010,- 0,- 0,- 0,1,- 0,1,- 0,50,52
1732,LA PAMPA,Loventué,Luan Toro,42098030,- 0,- 0,- 0,- 0,- 0,1,- 0,67,68
1733,LA PAMPA,Loventué,Telén,42098040,- 0,- 0,- 0,1,- 0,1,- 0,198,200
1734,LA PAMPA,Loventué,Victorica,42098050,- 0,- 0,- 0,2,- 0,1,- 0,482,485
1735,LA PAMPA,Loventué,Loventué,42098020,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1
1736,LA PAMPA,Maracó,Agustoni,42105010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,29,29
1737,LA PAMPA,Maracó,Dorila,42105020,- 0,- 0,- 0,1,- 0,- 0,- 0,53,54
1738,LA PAMPA,Maracó,General Pico,42105030,2.535,1,91,14.688,278,1,- 0,3.015,20.609
1739,LA PAMPA,Maracó,Speluzzi,42105040,- 0,- 0,- 0,1,- 0,- 0,- 0,41,42
1740,LA PAMPA,OTROS,OTROS,Sin Datos,- 0,1,- 0,- 0,- 0,- 0,- 0,- 0,1
1741,LA PAMPA,Puelén,25 de Mayo,42112020,- 0,- 0,- 0,1.027,- 0,- 0,- 0,950,1.977
1742,LA PAMPA,Puelén,Puelén,42112010,- 0,- 0,1,- 0,- 0,2,- 0,131,134
1743,LA PAMPA,Puelén,Casa De Piedra,42112005,- 0,- 0,- 0,- 0,- 0,- 0,- 0,47,47
1744,LA PAMPA,Quemú Quemú,Colonia Barón,42119010,- 0,- 0,2,550,- 0,1,- 0,249,802
1745,LA PAMPA,Quemú Quemú,Miguel Cané,42119030,- 0,- 0,- 0,1,105,1,- 0,- 0,107
1746,LA PAMPA,Quemú Quemú,Quemú Quemú,42119040,- 0,- 0,1,2,113,1,- 0,143,260
1747,LA PAMPA,Quemú Quemú,Relmo,42119050,- 0,- 0,- 0,- 0,26,- 0,- 0,- 0,26
1748,LA PAMPA,Quemú Quemú,Villa Mirasol,42119060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,250,250
1749,LA PAMPA,Rancul,Caleufú,42126010,- 0,350,- 0,2,- 0,1,- 0,- 0,353
1750,LA PAMPA,Rancul,La Maruja,42126030,- 0,150,- 0,- 0,- 0,1,- 0,- 0,151
1751,LA PAMPA,Rancul,Parera,42126040,- 0,- 0,- 0,408,- 0,1,- 0,258,667
1752,LA PAMPA,Rancul,Quetrequén,42126060,- 0,- 0,- 0,1,- 0,1,- 0,142,144
1753,LA PAMPA,Rancul,Rancul,42126070,- 0,- 0,- 0,158,- 0,2,- 0,677,837
1754,LA PAMPA,Rancul,Pichi Huinca,42126050,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1
1755,LA PAMPA,Realicó,Adolfo Van Praet,42133010,- 0,6,- 0,- 0,- 0,1,- 0,23,30
1756,LA PAMPA,Realicó,Alta Italia,42133020,- 0,- 0,- 0,- 0,- 0,1,- 0,567,568
1757,LA PAMPA,Realicó,Damián Maisonave (Est. Simson),42133030,- 0,- 0,- 0,2,- 0,- 0,- 0,100,102
1758,LA PAMPA,Realicó,Embajador Martini,42133040,15,- 0,- 0,7,- 0,1,- 0,531,554
1759,LA PAMPA,Realicó,Falucho,42133050,- 0,- 0,- 0,- 0,- 0,1,- 0,77,78
1760,LA PAMPA,Realicó,Ingeniero Luiggi,42133060,- 0,- 0,- 0,240,- 0,2,- 0,1.418,1.660
1761,LA PAMPA,Realicó,Ojeda,42133070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,9,9
1762,LA PAMPA,Realicó,Realicó,42133080,171,- 0,1,1.527,- 0,1,- 0,1.398,3.098
1763,LA PAMPA,Toay,Toay,42140020,225,5.104,- 0,556,- 0,1,- 0,259,6.145
1764,LA PAMPA,Trenel,Arata,42147010,- 0,- 0,- 0,1,- 0,1,- 0,256,258
1765,LA PAMPA,Trenel,Metileo,42147020,- 0,- 0,- 0,- 0,- 0,1,- 0,60,61
1766,LA PAMPA,Trenel,Trenel,42147030,84,652,- 0,- 0,- 0,2,- 0,274,1.012
1767,LA PAMPA,Utracán,Ataliva Roca,42154010,- 0,- 0,- 0,2,- 0,1,- 0,289,292
1768,LA PAMPA,Utracán,Chacharramendi,42154020,- 0,- 0,- 0,- 0,- 0,2,- 0,85,87
1769,LA PAMPA,Utracán,Colonia Santa María,42154030,- 0,- 0,1,1,- 0,- 0,- 0,145,147
1770,LA PAMPA,Utracán,General Acha,42154040,551,2.915,- 0,970,- 0,2,- 0,333,4.771
1771,LA PAMPA,Utracán,Quehué,42154050,- 0,- 0,- 0,1,- 0,1,- 0,242,244
1772,LA PAMPA,Utracán,Unanué,42154060,- 0,- 0,- 0,1,- 0,- 0,- 0,56,57
1773,LA PAMPA,Lihuel Calel,Cuchillo Co,42084010,- 0,- 0,- 0,1,- 0,1,- 0,- 0,2
1774,LA RIOJA,Arauco,Aimogasta,46007010,104,2.031,- 0,4,- 0,1,- 0,87,2.227
1775,LA RIOJA,Arauco,Estación Mazán,46007040,- 0,- 0,- 0,- 0,- 0,1,- 0,14,15
1776,LA RIOJA,Arauco,Villa Mazán,46007050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,156,156
1777,LA RIOJA,Arauco,Machigasta,46007040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,3,3
1778,LA RIOJA,Capital,La Rioja,46014010,5.272,34.941,4,16.315,6,3,- 0,1.223,57.764
1779,LA RIOJA,Castro Barros,Anillaco,46021020,- 0,453,- 0,1,- 0,1,- 0,- 0,455
1780,LA RIOJA,Castro Barros,Los Molinos,46021050,- 0,49,- 0,- 0,- 0,- 0,- 0,4,53
1781,LA RIOJA,Castro Barros,San Pedro,46021070,- 0,28,- 0,- 0,- 0,- 0,- 0,45,73
1782,LA RIOJA,Castro Barros,Aminga,46021010,- 0,158,- 0,1,- 0,- 0,- 0,17,176
1783,LA RIOJA,Castro Barros,Anjullón,46021030,- 0,44,- 0,1,- 0,- 0,- 0,64,109
1784,LA RIOJA,Castro Barros,Chuquis,46021040,- 0,39,- 0,- 0,- 0,- 0,- 0,- 0,39
1785,LA RIOJA,Castro Barros,Pinchas,46021060,- 0,49,- 0,- 0,- 0,- 0,- 0,1,50
1786,LA RIOJA,Castro Barros,Santa Vera Cruz,46021080,- 0,- 0,- 0,- 0,- 0,- 0,- 0,5,5
1787,LA RIOJA,Chamical,Chamical,46035010,229,2.963,- 0,8,- 0,1,- 0,9,3.210
1788,LA RIOJA,Chilecito,Chilecito,46042010,1.046,4.510,- 0,3.328,- 0,- 0,- 0,96,8.980
1789,LA RIOJA,Chilecito,Colonia Vichigasta,46042050,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1
1790,LA RIOJA,Chilecito,Los Sarmientos,46042030,- 0,157,- 0,- 0,- 0,- 0,- 0,- 0,157
1791,LA RIOJA,Chilecito,Nonogasta,46042090,90,824,- 0,1,- 0,1,- 0,6,922
1792,LA RIOJA,Chilecito,San Miguel,46042030,- 0,60,- 0,- 0,- 0,- 0,- 0,5,65
1793,LA RIOJA,Chilecito,San Nicolás,46042100,- 0,- 0,- 0,- 0,- 0,- 0,- 0,7,7
1794,LA RIOJA,Chilecito,Vichigasta,46042140,46,- 0,- 0,1,- 0,1,- 0,103,151
1795,LA RIOJA,Chilecito,Colonia Anguinán,46042020,- 0,161,- 0,1,- 0,- 0,- 0,69,231
1796,LA RIOJA,Chilecito,Guanchín,46042060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,2,2
1797,LA RIOJA,Chilecito,Malligasta,46042070,- 0,- 0,- 0,- 0,- 0,- 0,- 0,185,185
1798,LA RIOJA,Chilecito,Santa Florentina,46042110,- 0,- 0,- 0,- 0,- 0,- 0,- 0,7,7
1799,LA RIOJA,Chilecito,Sañogasta,46042120,- 0,- 0,- 0,- 0,- 0,- 0,- 0,219,219
1800,LA RIOJA,Chilecito,Tilimuqui,46042130,- 0,- 0,- 0,- 0,- 0,- 0,- 0,13,13
1801,LA RIOJA,Chilecito,La Puntilla,46042030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1
1802,LA RIOJA,Coronel Felipe Varela,Guandacol,46028020,1,379,- 0,2,- 0,1,- 0,- 0,383
1803,LA RIOJA,Coronel Felipe Varela,Santa Clara,46028010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,41,41
1804,LA RIOJA,Coronel Felipe Varela,Villa Unión,46028050,- 0,1.122,- 0,3,- 0,1,- 0,258,1.384
1805,LA RIOJA,Coronel Felipe Varela,Aicuña,46028010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,47,47
1806,LA RIOJA,Coronel Felipe Varela,Los Palacios,46028030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,107,107
1807,LA RIOJA,Coronel Felipe Varela,Pagancillo,46028040,- 0,- 0,- 0,1,- 0,- 0,- 0,126,127
1808,LA RIOJA,Famatina,Famatina,46049070,1,202,- 0,2,- 0,- 0,- 0,5,210
