Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
ENTRE RIOS,La Paz,La Paz,30070040,1.293,1.434,No,2.332,No,No,No,941,6.000
ENTRE RIOS,La Paz,Piedras Blancas,30070050,No,65,No,1,No,No,No,4,70
ENTRE RIOS,La Paz,Pueblo Arrúa (Est. Alcaraz),30070005,No,31,No,No,No,1,No,145,177
ENTRE RIOS,La Paz,San Gustavo,30070070,No,No,No,32,83,No,No,184,299
ENTRE RIOS,La Paz,Santa Elena,30070080,1.381,236,No,No,No,No,No,437,2.054
ENTRE RIOS,La Paz,Colonia Avigdor,30070020,No,No,No,No,No,No,No,68,68
ENTRE RIOS,La Paz,El Solar,30070030,No,No,No,No,No,No,No,22,22
ENTRE RIOS,Nogoyá,Aranguren,30077010,No,305,No,No,No,1,No,93,399
ENTRE RIOS,Nogoyá,Betbeder,30077020,No,No,No,No,No,No,No,20,20
ENTRE RIOS,Nogoyá,Don Cristóbal,30077030,No,No,No,No,No,No,No,71,71
ENTRE RIOS,Nogoyá,Febré,30077040,No,No,No,No,No,No,No,4,4
ENTRE RIOS,Nogoyá,Hernández,30077050,143,No,No,No,No,1,No,125,269
ENTRE RIOS,Nogoyá,Lucas González,30077060,517,No,No,No,1,No,No,197,715
ENTRE RIOS,Nogoyá,Nogoyá,30077070,2.273,No,No,No,697,No,No,716,3.686
ENTRE RIOS,Nogoyá,OTROS,Sin Datos,No,No,No,No,No,No,No,13,13
ENTRE RIOS,Nogoyá,XX de Setiembre,30077080,No,No,No,No,No,No,No,41,41
ENTRE RIOS,OTROS,OTROS,Sin Datos,No,No,No,No,7.199,No,No,No,7.199
ENTRE RIOS,Paraná,Cerrito,30084050,214,954,No,No,No,1,No,94,1.263
ENTRE RIOS,Paraná,Colonia Avellaneda,30084060,392,No,No,No,No,No,No,58,450
ENTRE RIOS,Paraná,Crespo,30084070,1.093,6.164,No,19,No,No,No,94,7.370
ENTRE RIOS,Paraná,Crucesitas Séptima Sección,30084095,No,No,No,No,No,No,No,118,118
ENTRE RIOS,Paraná,El Ramblón,30084095,No,No,No,No,No,No,No,18,18
ENTRE RIOS,Paraná,Hasenkamp,30084100,No,843,No,2,No,1,No,224,1.070
ENTRE RIOS,Paraná,Hernandarias,30084110,No,414,No,No,No,No,No,25,439
ENTRE RIOS,Paraná,La Picada,30084120,7,No,No,1,No,No,No,No,8
ENTRE RIOS,Paraná,Las Tunas,30084130,No,No,No,No,No,1,No,54,55
ENTRE RIOS,Paraná,María Grande,30084140,No,1.430,1,419,93,No,No,239,2.182
ENTRE RIOS,Paraná,Oro Verde,30084150,349,1,No,No,No,No,No,60,410
ENTRE RIOS,Paraná,OTROS,Sin Datos,No,No,No,No,No,No,No,13,13
ENTRE RIOS,Paraná,Paraná,30084160,7.031,80.744,14,4.674,7,1,No,1.204,93.675
ENTRE RIOS,Paraná,San Benito,30084200,147,1.054,No,No,No,No,No,184,1.385
ENTRE RIOS,Paraná,Seguí,30084230,1,376,No,No,No,1,No,292,670
ENTRE RIOS,Paraná,Tabossi,30084250,No,304,No,54,No,No,No,128,486
ENTRE RIOS,Paraná,Viale,30084270,980,293,No,136,No,No,No,801,2.210
ENTRE RIOS,Paraná,Villa Urquiza,30084300,1,No,No,No,No,No,No,No,1
ENTRE RIOS,Paraná,Pueblo Brugo,30084180,No,No,No,No,No,No,No,45,45
ENTRE RIOS,Paraná,Aldea María Luisa,30084010,No,No,No,No,No,No,No,8,8
ENTRE RIOS,Paraná,Aldea San Rafael,30084020,No,No,No,No,No,No,No,9,9
ENTRE RIOS,Paraná,El Palenque,30084080,No,No,No,No,No,No,No,5,5
ENTRE RIOS,Paraná,El Pingo,30084090,No,No,No,No,No,No,No,50,50
ENTRE RIOS,Paraná,Sauce Montrull,30084210,No,No,No,No,No,No,No,71,71
ENTRE RIOS,San Salvador,General Campos,30088010,1,No,No,No,No,1,No,232,234
ENTRE RIOS,San Salvador,San Salvador,30088020,482,No,No,720,1,No,No,2,1.205
ENTRE RIOS,Tala,Durazno,30091020,11,No,No,No,No,No,No,44,55
ENTRE RIOS,Tala,Gobernador Echagüe,30091040,No,No,No,No,22,No,No,No,22
ENTRE RIOS,Tala,Gobernador Mansilla,30091050,No,No,No,No,160,No,No,21,181
ENTRE RIOS,Tala,Gobernador Solá,30091060,No,No,No,No,25,No,No,No,25
ENTRE RIOS,Tala,Maciá,30091090,No,209,No,No,180,No,No,No,389
ENTRE RIOS,Tala,Rosario del Tala,30091100,1.272,No,No,213,970,No,No,No,2.455
ENTRE RIOS,Uruguay,1º de Mayo,30098090,No,No,No,26,No,No,No,140,166
ENTRE RIOS,Uruguay,Basavilbaso,30098010,832,No,No,789,No,No,No,816,2.437
ENTRE RIOS,Uruguay,Caseros,30098020,113,No,No,707,6,No,No,48,874
ENTRE RIOS,Uruguay,Colonia Elía,30098030,No,No,No,No,No,No,No,155,155
ENTRE RIOS,Uruguay,Concepción del Uruguay,30098040,5.649,8.429,6,5.933,No,No,No,2.986,23.003
ENTRE RIOS,Uruguay,Herrera,30098060,134,No,No,No,No,No,No,72,206
ENTRE RIOS,Uruguay,Líbaros,30098080,No,No,No,No,No,No,No,37,37
ENTRE RIOS,Uruguay,Pronunciamiento,30098100,No,No,No,31,No,1,No,182,214
ENTRE RIOS,Uruguay,Rocamora,30098110,No,No,No,No,No,No,No,49,49
ENTRE RIOS,Uruguay,Santa Anita,30098120,No,No,No,305,No,No,No,54,359
ENTRE RIOS,Uruguay,Villa Mantero,30098130,43,No,No,196,No,1,No,33,273
ENTRE RIOS,Uruguay,Villa San Justo,30098140,No,No,No,455,No,No,No,52,507
ENTRE RIOS,Uruguay,Villa San Marcial (Est. Gobernador Urquiza),30098150,No,No,No,No,No,No,No,43,43
ENTRE RIOS,Uruguay,Las Moscas,30098070,No,No,No,7,No,No,No,46,53
ENTRE RIOS,Uruguay,Estancia San Pedro,30098030,No,No,No,No,No,No,No,3,3
ENTRE RIOS,Victoria,Molino Doll,30105040,No,No,No,No,No,No,No,10,10
ENTRE RIOS,Victoria,Rincón de Nogoyá,30105040,No,No,No,No,No,No,No,19,19
ENTRE RIOS,Victoria,Victoria,30105060,4.355,3,No,2,No,No,No,352,4.712
ENTRE RIOS,Villaguay,Estación Raíces,30113010,38,No,No,No,No,No,No,5,43
ENTRE RIOS,Villaguay,Ingeniero Miguel Sajaroff,30113020,No,No,No,No,No,No,No,44,44
ENTRE RIOS,Villaguay,Jubileo,30113030,No,No,No,16,No,No,No,65,81
ENTRE RIOS,Villaguay,Villa Clara,30113060,80,No,No,49,No,1,No,68,198
ENTRE RIOS,Villaguay,Villa Domínguez,30113070,No,No,No,30,No,No,No,114,144
ENTRE RIOS,Villaguay,Villaguay,30113080,1.446,No,No,3.361,1,No,No,1.265,6.073
ENTRE RIOS,Villaguay,Paso de la Laguna,30113050,No,No,No,No,No,No,No,39,39
FORMOSA,Bermejo,Fortín Soledad,34007003,No,No,No,No,No,No,No,7,7
FORMOSA,Bermejo,La Rinconada,34007007,No,No,No,No,No,No,No,8,8
FORMOSA,Bermejo,Laguna Yema,34007010,No,No,No,No,No,2,No,76,78
FORMOSA,Bermejo,Lamadrid,34007015,No,No,No,No,No,No,No,7,7
FORMOSA,Bermejo,Los Chiriguanos,34007020,No,No,No,No,No,No,No,40,40
FORMOSA,Bermejo,Pozo de Maza,34007030,No,No,No,No,No,1,No,16,17
FORMOSA,Bermejo,Pozo del Mortero,34007040,No,No,No,No,No,No,No,13,13
FORMOSA,Bermejo,Vaca Perdida,34007050,No,No,No,No,No,No,No,5,5
FORMOSA,Bermejo,Guadalcazar,34007005,No,No,No,No,No,No,No,14,14
FORMOSA,Formosa,Colonia Pastoril,34014010,No,No,No,No,No,No,No,74,74
FORMOSA,Formosa,Formosa,34014020,10.588,25.680,No,6.303,10,5,No,7.692,50.278
FORMOSA,Formosa,Gran Guardia,34014030,No,No,No,No,No,No,No,69,69
FORMOSA,Formosa,Mariano Boedo,34014040,No,No,No,No,No,No,No,31,31
FORMOSA,Formosa,Mojón de Fierro,34014050,No,No,No,No,No,1,No,28,29
FORMOSA,Formosa,San Hilario,34014060,No,No,No,No,No,1,No,28,29
FORMOSA,Formosa,Villa del Carmen,34014070,No,No,No,61,No,2,No,28,91
FORMOSA,Laishi,Banco Payaguá,34021010,No,No,No,No,No,No,No,32,32
FORMOSA,Laishi,General Lucio Victorio Mansilla,34021020,14,No,No,No,No,2,No,167,183
FORMOSA,Laishi,Herradura,34021030,No,No,No,No,No,No,No,116,116
FORMOSA,Laishi,OTROS,Sin Datos,No,No,No,No,No,No,No,132,132
FORMOSA,Laishi,San Francisco de Laishi,34021040,No,No,No,No,No,3,No,208,211
FORMOSA,Laishi,Tatané,34021050,No,No,No,No,No,No,No,43,43
FORMOSA,Laishi,Villa Escolar,34021060,No,No,No,No,No,No,No,102,102
FORMOSA,Matacos,Ingeniero Guillermo N. Juárez,34028010,216,No,No,No,No,1,No,252,469
FORMOSA,Patiño,Bartolomé de las Casas,34035010,No,No,No,No,No,1,No,6,7
FORMOSA,Patiño,Comandante Fontana,34035030,No,No,No,No,29,No,No,681,710
FORMOSA,Patiño,Estanislao del Campo,34035050,37,No,No,No,No,No,No,157,194
FORMOSA,Patiño,Fortín Cabo 1º Lugones,34035060,No,No,No,No,No,No,No,145,145
FORMOSA,Patiño,Fortín Sargento 1º Leyes,34035070,No,No,No,No,No,1,No,6,7
FORMOSA,Patiño,Ibarreta,34035080,240,No,No,No,No,3,No,518,761
FORMOSA,Patiño,Juan G. Bazán,34035090,No,No,No,No,No,No,No,11,11
FORMOSA,Patiño,Las Lomitas,34035100,479,No,No,870,No,5,No,231,1.585
FORMOSA,Patiño,OTROS,Sin Datos,No,No,No,No,No,No,No,44,44
FORMOSA,Patiño,Posta Cambio Zalazar,34035110,No,No,No,No,No,No,No,58,58
FORMOSA,Patiño,Pozo del Tigre,34035120,36,No,No,No,No,No,No,190,226
FORMOSA,Patiño,San Martín II,34035140,No,No,No,1,No,No,No,369,370
FORMOSA,Patiño,Subteniente Perín,34035150,No,No,No,No,No,1,No,71,72
FORMOSA,Patiño,Villa General Güemes,34035160,No,No,No,2,No,No,No,446,448
FORMOSA,Patiño,Villa General Manuel Belgrano,34035170,No,No,No,1,No,No,No,448,449
FORMOSA,Patiño,San Martín I,34035130,No,No,No,No,No,No,No,5,5
FORMOSA,Pilagás,Buena Vista,34042010,No,No,No,3,No,No,No,412,415
FORMOSA,Pilagás,El Espinillo,34042020,No,No,No,No,No,2,No,300,302
FORMOSA,Pilagás,Misión Tacaagle,34042040,No,No,No,No,No,1,No,149,150
FORMOSA,Pilagás,Tres Lagunas,34042060,24,No,No,No,No,No,No,97,121
FORMOSA,Pilagás,Laguna Gallo,34042030,No,No,No,No,No,No,No,5,5
FORMOSA,Pilcomayo,Clorinda,34049010,1.256,27,No,2.395,15,1,No,83,3.777
FORMOSA,Pilcomayo,Laguna Blanca,34049020,42,No,1,315,No,No,No,630,988
FORMOSA,Pilcomayo,Laguna Naick-Neck,34049030,113,No,No,No,No,2,No,363,478
FORMOSA,Pilcomayo,Palma Sola,34049040,No,No,No,No,No,No,No,18,18
FORMOSA,Pilcomayo,Riacho He-He,34049060,No,No,No,1,No,No,No,414,415
FORMOSA,Pilcomayo,Siete Palmas,34049080,17,No,No,1,No,No,No,82,100
FORMOSA,Pilcomayo,Puerto Pilcomayo,34049050,No,No,No,No,No,No,No,3,3
FORMOSA,Pilcomayo,Riacho Negro,34049070,No,No,No,No,No,No,No,3,3
FORMOSA,Pirané,Colonia Campo Villafañe,34056010,No,No,No,52,No,No,No,98,150
FORMOSA,Pirané,El Colorado,34056020,1.408,No,No,71,No,5,No,605,2.089
FORMOSA,Pirané,Palo Santo,34056030,No,173,No,No,No,1,No,291,465
FORMOSA,Pirané,Pirané,34056040,No,No,No,957,100,4,No,513,1.574
FORMOSA,Pirané,Villa Kilómetro 213,34056050,No,No,No,No,No,1,No,230,231
FORMOSA,Ramón Lista,El Potrillo,34063010,No,No,No,No,No,No,No,20,20
FORMOSA,Ramón Lista,El Quebracho,34063030,No,No,No,No,No,No,No,12,12
FORMOSA,Ramón Lista,General Mosconi,34063020,No,No,No,8,No,3,No,33,44
FORMOSA,Ramón Lista,OTROS,Sin Datos,No,No,No,No,No,8,No,No,8
JUJUY,Cochinoca,Abra Pampa,38007020,No,No,No,No,No,3,No,221,224
JUJUY,Cochinoca,Puesto del Marquéz,38007060,No,No,No,5,No,No,No,No,5
JUJUY,Cochinoca,La Redonda,38007055,No,No,No,No,No,1,No,No,1
JUJUY,Doctor Manuel Belgrano,Guerrero,38021010,75,78,No,No,No,No,No,No,153
JUJUY,Doctor Manuel Belgrano,Lozano (Ap. Chañi),38021040,No,No,No,No,No,No,No,111,111
JUJUY,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),38021060,8.668,39.547,No,33.453,36,4,No,140,81.848
JUJUY,Doctor Manuel Belgrano,Yala,38021070,No,No,No,No,153,1,No,3,157
JUJUY,Doctor Manuel Belgrano,La Almona,38021020,No,2,No,3,No,No,No,No,5
JUJUY,Doctor Manuel Belgrano,Dr. Manuel Belgrano,38021065,No,No,No,No,No,1,No,8,9
JUJUY,Doctor Manuel Belgrano,León,38021030,No,504,No,No,No,1,No,No,505
JUJUY,El Carmen,El Carmen,38014040,470,720,No,No,No,2,No,1,1.193
JUJUY,El Carmen,Los Lapachos (Est. Maquinista Verón),38014050,No,No,No,No,No,No,No,1,1
JUJUY,El Carmen,Manantiales,38014060,No,No,No,No,No,2,No,No,2
JUJUY,El Carmen,Monterrico,38014070,No,718,No,No,No,1,No,10,729
JUJUY,El Carmen,Pampa Blanca,38014080,67,221,No,No,No,2,No,1,291
JUJUY,El Carmen,Perico,38014090,No,2.034,No,No,No,1,No,11,2.046
JUJUY,El Carmen,Puesto Viejo,38014100,No,88,No,No,No,1,No,No,89
JUJUY,El Carmen,Aguas Calientes,38014010,No,No,No,No,No,No,No,28,28
JUJUY,Humahuaca,El Aguilar,38028020,No,No,No,No,181,1,No,No,182
JUJUY,Humahuaca,Hipólito Yrigoyen (Est. Iturbe),38028030,No,No,No,5,No,No,No,No,5
JUJUY,Humahuaca,Humahuaca,38028040,369,No,No,No,120,7,No,330,826
JUJUY,Humahuaca,Tres Cruces,38028050,No,No,No,5,30,No,No,No,35
JUJUY,Humahuaca,Uquía (Est. Senador Pérez),38028060,3,No,No,5,40,No,No,No,48
JUJUY,Ledesma,Caimancito,38035030,209,No,No,No,No,1,No,37,247
JUJUY,Ledesma,Calilegua,38035040,No,500,No,No,No,1,No,144,645
JUJUY,Ledesma,Chalicán,38035050,No,No,No,No,No,No,No,78,78
JUJUY,Ledesma,Fraile Pintado,38035060,650,23,No,No,No,1,No,121,795
JUJUY,Ledesma,Libertador General San Martín (Est. Ledesma),38035080,60,6.065,No,1.000,No,3,No,787,7.915
JUJUY,Ledesma,Yuto,38035110,No,No,No,No,No,1,No,176,177
JUJUY,OTROS,OTROS,Sin Datos,No,No,No,No,1.085,No,No,No,1.085
JUJUY,Palpalá,Carahunco,38042010,1,No,No,No,No,1,No,No,2
JUJUY,Palpalá,Centro Forestal,38042020,15,No,No,No,No,No,No,No,15
JUJUY,Palpalá,Palpalá (Est. Gral. Manuel N. Savio),38042040,1.931,1.004,No,3.395,56,3,No,1,6.390
JUJUY,Palpalá,Rio Blanco,38042010,No,53,No,21,No,No,No,No,74
JUJUY,Rinconada,Liviara,38049020,No,No,No,No,No,5,No,No,5
JUJUY,Rinconada,Loma Blanca,38049025,No,No,No,No,No,2,No,No,2
JUJUY,Rinconada,Nuevo Pirquitas,38049030,No,No,No,5,No,2,No,No,7
JUJUY,Rinconada,Coyaguaima,38049007,No,No,No,5,No,No,No,No,5
JUJUY,Rinconada,Orosmayo,38049035,No,No,No,5,No,No,No,No,5
JUJUY,Rinconada,Rinconada,38049040,No,No,No,No,No,2,No,No,2
JUJUY,Rinconada,Lagunillas de Farallón,38049010,No,No,No,9,No,No,No,No,9
JUJUY,San Antonio,Loteo Navea,38056020,No,No,No,77,No,No,No,No,77
JUJUY,San Antonio,San Antonio,38056030,1,87,No,No,No,1,No,No,89
JUJUY,San Antonio,El Ceibal,38056010,No,No,No,1,No,No,No,No,1
JUJUY,San Antonio,Los Alisos,38056017,1,No,No,No,No,No,No,No,1
JUJUY,San Pedro,La Esperanza,38063070,No,No,No,No,No,1,No,No,1
JUJUY,San Pedro,La Mendieta,38063090,No,No,No,No,No,1,No,240,241
JUJUY,San Pedro,San Pedro (Est. San Pedro de Jujuy),38063180,5.822,1.334,No,1.468,No,1,No,74,8.699
JUJUY,San Pedro,San Lucas,38063170,No,No,No,No,No,No,No,10,10
JUJUY,San Pedro,Don Emilio,38063030,No,No,No,No,No,No,No,37,37
JUJUY,San Pedro,Rosario de Río Grande,38063150,No,No,No,No,No,No,No,54,54
JUJUY,SANTA BARBARA,El Fuerte,38070010,No,No,No,No,No,5,No,No,5
JUJUY,SANTA BARBARA,El Piquete,38070020,75,No,No,No,No,No,No,21,96
JUJUY,SANTA BARBARA,El Talar,38070030,No,No,No,No,No,1,No,141,142
JUJUY,SANTA BARBARA,OTROS,Sin Datos,No,No,No,No,No,3,No,No,3
JUJUY,SANTA BARBARA,Palma Sola,38070040,No,No,No,No,No,1,No,115,116
JUJUY,SANTA BARBARA,Santa Clara,38070060,102,No,No,No,No,1,No,79,182
JUJUY,SANTA BARBARA,Vinalito,38070070,No,No,No,No,No,No,No,30,30
JUJUY,Santa Catalina,Casira,38077010,No,No,No,5,No,No,No,No,5
JUJUY,Santa Catalina,Ciénega,38077020,No,No,No,5,No,No,No,No,5
JUJUY,Santa Catalina,Cieneguillas,38077030,No,No,No,5,No,No,No,No,5
JUJUY,Santa Catalina,Cusi Cusi,38077040,No,No,No,5,No,No,No,No,5
JUJUY,Santa Catalina,Misarrumi,38077060,No,No,No,No,No,5,No,No,5
JUJUY,Santa Catalina,Oratorio,38077070,No,No,No,5,No,No,No,No,5
JUJUY,Santa Catalina,Paicone,38077080,No,No,No,5,No,No,No,No,5
JUJUY,Santa Catalina,Santa Catalina,38077100,No,No,No,5,No,1,No,No,6
JUJUY,Susques,El Toro,38084030,No,No,No,20,No,2,No,No,22
JUJUY,Susques,Huáncar,38084040,No,No,No,27,No,No,No,No,27
JUJUY,Susques,Olacapato,38084055,No,No,No,8,No,No,No,1,9
JUJUY,Susques,Olaroz Chico,38084060,No,No,No,30,No,1,No,5,36
JUJUY,Susques,Pastos Chicos,38084070,No,No,No,22,No,No,No,No,22
JUJUY,Susques,Puesto Sey,38084080,No,No,No,20,No,No,No,No,20
JUJUY,Susques,San Juan de Quillaqués,38084090,No,No,No,12,No,5,No,No,17
JUJUY,Susques,Susques,38084100,No,No,No,275,No,11,No,18,304
JUJUY,Susques,Coranzuli,38084020,No,No,No,60,No,No,No,No,60
JUJUY,Susques,Catua,38084010,No,No,No,70,No,No,No,No,70
JUJUY,Susques,Jama,38084045,No,No,No,11,No,No,No,No,11
JUJUY,Susques,Mina Providencia,38084050,No,No,No,5,No,No,No,No,5
JUJUY,Tilcara,Huacalera,38094020,No,No,No,5,56,No,No,No,61
JUJUY,Tilcara,Juella,38094030,No,No,No,No,16,No,No,No,16
JUJUY,Tilcara,Maimará,38094040,No,No,No,5,430,2,No,76,513
JUJUY,Tilcara,Tilcara,38094050,No,No,No,5,70,3,No,375,453
JUJUY,Tumbaya,Bárcena,38098010,No,No,No,No,No,No,No,111,111
JUJUY,Tumbaya,Purmamarca,38098030,77,No,No,No,No,No,No,1,78
JUJUY,Tumbaya,Volcán,38098050,1,No,No,No,5,No,No,93,99
JUJUY,Tumbaya,El Moreno,38098020,No,No,No,No,1,No,No,No,1
JUJUY,Tumbaya,Tumbaya,38098040,No,No,No,No,No,No,No,342,342
JUJUY,Valle Grande,Santa Ana,38105040,No,No,No,No,No,2,No,No,2
JUJUY,Yavi,Barrios,38112010,No,No,No,5,No,No,No,No,5
JUJUY,Yavi,Cangrejillos,38112020,No,No,No,5,No,No,No,No,5
JUJUY,Yavi,La Intermedia,38112040,No,No,No,5,No,No,No,No,5
JUJUY,Yavi,La Quiaca,38112050,660,No,No,75,5,1,No,1,742
JUJUY,Yavi,Pumahuasi,38112070,No,No,No,5,No,No,No,No,5
JUJUY,Yavi,Yavi Chico,38112090,No,No,No,5,No,No,No,No,5
JUJUY,Yavi,Yavi,38112080,No,No,No,No,No,1,No,No,1
LA PAMPA,Atreucó,Doblas,42007010,No,333,No,40,No,1,No,41,415
LA PAMPA,Atreucó,Macachín,42007020,No,No,No,301,No,1,No,1.004,1.306
LA PAMPA,Atreucó,Miguel Riglos,42007030,No,No,No,3,No,1,No,110,114
LA PAMPA,Atreucó,Rolón,42007040,No,No,No,No,No,1,No,69,70
LA PAMPA,Atreucó,Tomas M. Anchorena,42007050,No,No,1,No,No,1,No,5,7
LA PAMPA,Caleu Caleu,La Adela,42014020,No,261,No,No,No,3,No,335,599
LA PAMPA,Capital,Anguil,42021010,No,138,No,2,99,1,No,334,574
LA PAMPA,Capital,Santa Rosa,42021020,1.760,46.905,66,1.387,3.066,3,No,271,53.458
LA PAMPA,Catriló,Catriló,42028010,No,509,1,680,327,1,No,No,1.518
LA PAMPA,Catriló,La Gloria,42028020,No,No,No,No,24,No,No,No,24
LA PAMPA,Catriló,Lonquimay,42028030,No,278,No,1,71,1,No,No,351
LA PAMPA,Catriló,Uriburu,42028040,No,90,No,1,94,2,No,149,336
LA PAMPA,Chalileo,Santa Isabel,42049010,No,No,2,No,No,1,No,862,865
LA PAMPA,Chapaleufú,Bernardo Larroude,42056010,No,No,1,57,No,1,No,530,589
LA PAMPA,Chapaleufú,Ceballos,42056020,No,No,No,1,No,1,No,73,75
LA PAMPA,Chapaleufú,Coronel Hilario Lagos (Est. Aguas Buenas),42056030,No,No,No,No,No,1,No,238,239
LA PAMPA,Chapaleufú,Intendente Alvear,42056040,83,613,1,209,1,2,No,556,1.465
LA PAMPA,Chapaleufú,Sarah,42056050,No,No,No,No,No,2,No,16,18
LA PAMPA,Chapaleufú,Vértiz,42056060,No,No,No,No,No,No,No,107,107
LA PAMPA,Chical Co,La Humada,42063020,No,No,No,No,No,1,No,152,153
LA PAMPA,Conhelo,Conhelo,42035010,No,No,No,No,No,No,No,46,46
LA PAMPA,Conhelo,Eduardo Castex,42035020,1.693,1.341,No,7,No,1,No,No,3.042
LA PAMPA,Conhelo,Mauricio Mayer,42035030,No,No,No,No,No,1,No,30,31
LA PAMPA,Conhelo,Monte Nievas,42035040,No,No,No,No,No,1,No,45,46
LA PAMPA,Conhelo,Rucanelo,42035050,No,No,No,1,No,No,No,26,27
LA PAMPA,Conhelo,Winifreda,42035060,No,192,2,693,2,No,No,195,1.084
LA PAMPA,Curacó,Gobernador Duval,42042010,No,No,No,No,No,1,No,83,84
LA PAMPA,Curacó,Puelches,42042020,No,No,No,No,No,1,No,68,69
LA PAMPA,Guatraché,Alpachiri,42070010,No,No,No,2,No,1,No,No,3
LA PAMPA,Guatraché,General Manuel J. Campos,42070020,No,No,No,2,No,1,No,No,3
LA PAMPA,Guatraché,Guatraché,42070030,No,239,No,2,No,1,No,278,520
LA PAMPA,Guatraché,Santa Teresa,42070050,No,No,No,2,No,No,No,No,2
LA PAMPA,Guatraché,Perú,42070040,No,No,No,No,No,No,No,39,39
LA PAMPA,Hucal,Abramo,42077010,No,No,No,1,No,1,No,64,66
LA PAMPA,Hucal,Bernasconi,42077020,48,No,No,1,No,1,No,603,653
LA PAMPA,Hucal,General San Martín (Est. Villa Alba),42077030,No,No,No,2,No,No,No,826,828
LA PAMPA,Hucal,Jacinto Arauz,42077050,631,No,No,2,No,2,No,76,711
LA PAMPA,Limay Mahuida,La Reforma,42091010,No,No,No,No,No,1,No,65,66
LA PAMPA,Limay Mahuida,Limay Mahuida,42091020,No,No,No,No,No,1,No,16,17
LA PAMPA,Loventué,Carro Quemado,42098010,No,No,No,1,No,1,No,50,52
LA PAMPA,Loventué,Luan Toro,42098030,No,No,No,No,No,1,No,67,68
LA PAMPA,Loventué,Telén,42098040,No,No,No,1,No,1,No,198,200
LA PAMPA,Loventué,Victorica,42098050,No,No,No,2,No,1,No,482,485
LA PAMPA,Loventué,Loventué,42098020,No,No,No,1,No,No,No,No,1
LA PAMPA,Maracó,Agustoni,42105010,No,No,No,No,No,No,No,29,29
LA PAMPA,Maracó,Dorila,42105020,No,No,No,1,No,No,No,53,54
LA PAMPA,Maracó,General Pico,42105030,2.535,1,91,14.688,278,1,No,3.015,20.609
LA PAMPA,Maracó,Speluzzi,42105040,No,No,No,1,No,No,No,41,42
LA PAMPA,OTROS,OTROS,Sin Datos,No,1,No,No,No,No,No,No,1
LA PAMPA,Puelén,25 de Mayo,42112020,No,No,No,1.027,No,No,No,950,1.977
LA PAMPA,Puelén,Puelén,42112010,No,No,1,No,No,2,No,131,134
LA PAMPA,Puelén,Casa De Piedra,42112005,No,No,No,No,No,No,No,47,47
LA PAMPA,Quemú Quemú,Colonia Barón,42119010,No,No,2,550,No,1,No,249,802
LA PAMPA,Quemú Quemú,Miguel Cané,42119030,No,No,No,1,105,1,No,No,107
LA PAMPA,Quemú Quemú,Quemú Quemú,42119040,No,No,1,2,113,1,No,143,260
LA PAMPA,Quemú Quemú,Relmo,42119050,No,No,No,No,26,No,No,No,26
LA PAMPA,Quemú Quemú,Villa Mirasol,42119060,No,No,No,No,No,No,No,250,250
LA PAMPA,Rancul,Caleufú,42126010,No,350,No,2,No,1,No,No,353
LA PAMPA,Rancul,La Maruja,42126030,No,150,No,No,No,1,No,No,151
LA PAMPA,Rancul,Parera,42126040,No,No,No,408,No,1,No,258,667
LA PAMPA,Rancul,Quetrequén,42126060,No,No,No,1,No,1,No,142,144
LA PAMPA,Rancul,Rancul,42126070,No,No,No,158,No,2,No,677,837
LA PAMPA,Rancul,Pichi Huinca,42126050,No,No,No,1,No,No,No,No,1
LA PAMPA,Realicó,Adolfo Van Praet,42133010,No,6,No,No,No,1,No,23,30
LA PAMPA,Realicó,Alta Italia,42133020,No,No,No,No,No,1,No,567,568
LA PAMPA,Realicó,Damián Maisonave (Est. Simson),42133030,No,No,No,2,No,No,No,100,102
LA PAMPA,Realicó,Embajador Martini,42133040,15,No,No,7,No,1,No,531,554
LA PAMPA,Realicó,Falucho,42133050,No,No,No,No,No,1,No,77,78
LA PAMPA,Realicó,Ingeniero Luiggi,42133060,No,No,No,240,No,2,No,1.418,1.660
LA PAMPA,Realicó,Ojeda,42133070,No,No,No,No,No,No,No,9,9
LA PAMPA,Realicó,Realicó,42133080,171,No,1,1.527,No,1,No,1.398,3.098
LA PAMPA,Toay,Toay,42140020,225,5.104,No,556,No,1,No,259,6.145
LA PAMPA,Trenel,Arata,42147010,No,No,No,1,No,1,No,256,258
LA PAMPA,Trenel,Metileo,42147020,No,No,No,No,No,1,No,60,61
LA PAMPA,Trenel,Trenel,42147030,84,652,No,No,No,2,No,274,1.012
LA PAMPA,Utracán,Ataliva Roca,42154010,No,No,No,2,No,1,No,289,292
LA PAMPA,Utracán,Chacharramendi,42154020,No,No,No,No,No,2,No,85,87
LA PAMPA,Utracán,Colonia Santa María,42154030,No,No,1,1,No,No,No,145,147
LA PAMPA,Utracán,General Acha,42154040,551,2.915,No,970,No,2,No,333,4.771
LA PAMPA,Utracán,Quehué,42154050,No,No,No,1,No,1,No,242,244
LA PAMPA,Utracán,Unanué,42154060,No,No,No,1,No,No,No,56,57
LA PAMPA,Lihuel Calel,Cuchillo Co,42084010,No,No,No,1,No,1,No,No,2
