Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
CORDOBA,Colón,Unquillo,14021280,2.198,873,No,905,No,No,No,603,4.579
CORDOBA,Colón,Villa Allende,14021290,1,6.366,No,1.885,4,No,No,345,8.601
CORDOBA,Colón,Villa Cerro Azul,14021300,75,No,No,No,No,No,No,20,95
CORDOBA,Colón,Villa El Fachinal - Parque Norte - Guiñazú Norte,14021310,388,No,No,No,No,1,No,No,389
CORDOBA,Colón,Villa Los Llanos - Juárez Celman,14021320,508,No,No,499,No,No,No,360,1.367
CORDOBA,Colón,Dumesnil,14021270,No,No,No,34,No,No,No,No,34
CORDOBA,Colón,Mi Granja,14021210,No,No,No,5,No,No,No,No,5
CORDOBA,Cruz del Eje,Alto de los Quebrachos,14028010,No,No,No,No,6,No,No,1,7
CORDOBA,Cruz del Eje,Bañado de Soto,14028020,No,No,No,No,No,No,No,8,8
CORDOBA,Cruz del Eje,Canteras Quilpo,14028030,No,No,No,No,No,No,No,2,2
CORDOBA,Cruz del Eje,Cruz de Caña,14028040,No,No,No,No,No,No,No,2,2
CORDOBA,Cruz del Eje,Cruz del Eje,14028050,1.565,1.733,No,3.055,No,No,No,575,6.928
CORDOBA,Cruz del Eje,El Brete,14028060,No,No,No,1,No,No,No,65,66
CORDOBA,Cruz del Eje,Guanaco Muerto,14028080,No,No,No,No,No,No,No,17,17
CORDOBA,Cruz del Eje,La Banda,14028090,No,No,No,No,No,1,No,No,1
CORDOBA,Cruz del Eje,La Batea,14028100,No,No,No,No,No,No,No,1,1
CORDOBA,Cruz del Eje,La Higuera,14028110,18,No,No,No,No,No,No,2,20
CORDOBA,Cruz del Eje,Las Playas,14028130,No,No,No,1,No,No,No,176,177
CORDOBA,Cruz del Eje,Los Chañaritos,14028140,No,No,No,1,No,No,No,9,10
CORDOBA,Cruz del Eje,Media Naranja,14028150,No,No,No,No,No,No,No,60,60
CORDOBA,Cruz del Eje,Paso Viejo,14028160,72,No,No,No,No,No,No,21,93
CORDOBA,Cruz del Eje,San Marcos Sierra,14028170,No,16,No,429,No,No,No,199,644
CORDOBA,Cruz del Eje,Serrezuela,14028180,102,No,No,10,No,No,No,2,114
CORDOBA,Cruz del Eje,Tuclame,14028190,No,No,No,No,No,No,No,3,3
CORDOBA,Cruz del Eje,Villa de Soto,14028200,625,No,No,341,No,2,No,293,1.261
CORDOBA,General Roca,Del Campillo,14035010,1.050,No,No,No,No,1,No,No,1.051
CORDOBA,General Roca,Hipólito Bouchard,14035030,No,No,No,No,No,1,No,No,1
CORDOBA,General Roca,Huinca Renancó,14035040,572,No,1,1.294,No,No,No,1.097,2.964
CORDOBA,General Roca,ITALÓ,14035050,No,No,No,No,171,No,No,No,171
CORDOBA,General Roca,Nicolás Bruzzone,14035070,No,No,No,No,No,No,No,91,91
CORDOBA,General Roca,PINCÉN,14035090,No,No,No,No,9,No,No,No,9
CORDOBA,General Roca,Villa Huidobro,14035120,No,789,10,2,No,1,No,1.099,1.901
CORDOBA,General Roca,Villa Valeria,14035140,632,No,No,No,No,1,No,216,849
CORDOBA,General Roca,Santa Magdalena (Est. Jovita),14035110,No,1.666,No,37,No,No,No,82,1.785
CORDOBA,General San Martín,Arroyo Cabral,14042020,4,393,No,2,No,1,No,276,676
CORDOBA,General San Martín,Ausonia,14042030,No,No,No,1,No,No,No,No,1
CORDOBA,General San Martín,Chazón,14042040,No,388,No,No,No,No,No,No,388
CORDOBA,General San Martín,Etruria,14042050,47,1,No,No,2,1,No,No,51
CORDOBA,General San Martín,La Laguna,14042060,524,No,No,No,No,No,No,No,524
CORDOBA,General San Martín,La Playosa,14042080,650,No,No,No,No,1,No,70,721
CORDOBA,General San Martín,Pasco,14042110,No,No,No,1,No,No,No,No,1
CORDOBA,General San Martín,Silvio Pellico,14042130,150,No,No,No,No,No,No,65,215
CORDOBA,General San Martín,Ticino,14042140,No,663,No,6,No,2,No,No,671
CORDOBA,General San Martín,Tío Pujio,14042150,567,No,No,2,No,No,No,53,622
CORDOBA,General San Martín,Villa María,14042170,2.354,15.284,No,10.543,No,1,No,2.022,30.204
CORDOBA,General San Martín,Villa Nueva,14042180,1.120,2.288,No,1.001,1,1,No,993,5.404
CORDOBA,General San Martín,Arroyo Algodón,14042010,No,No,No,1,No,No,No,No,1
CORDOBA,Ischilín,Chuña,14049030,No,No,No,No,No,2,No,102,104
CORDOBA,Ischilín,Copacabana,14049040,No,No,No,No,No,No,No,12,12
CORDOBA,Ischilín,Deán Funes,14049050,1.950,1.948,No,263,No,1,No,No,4.162
CORDOBA,Ischilín,Esquina del Alambre,14049060,No,No,No,No,No,No,No,1,1
CORDOBA,Ischilín,Olivares de San Nicolás,14049090,No,No,No,No,No,No,No,1,1
CORDOBA,Ischilín,Quilino,14049100,205,No,No,94,No,No,No,No,299
CORDOBA,Ischilín,Villa Quilino,14049130,No,No,No,36,No,No,No,No,36
CORDOBA,Juárez Celman,Alejandro Roca (Est. Alejandro),14056010,439,No,No,No,No,No,No,235,674
CORDOBA,Juárez Celman,Bengolea,14056030,No,No,No,269,No,No,No,No,269
CORDOBA,Juárez Celman,Carnerillo,14056040,129,No,No,505,23,1,No,222,880
CORDOBA,Juárez Celman,Charras,14056050,No,No,No,1,No,No,No,12,13
CORDOBA,Juárez Celman,General Cabrera,14056070,986,No,No,No,No,No,No,No,986
CORDOBA,Juárez Celman,General Deheza,14056080,10,1.126,No,3.464,No,No,No,No,4.600
CORDOBA,Juárez Celman,Huanchillas,14056090,No,No,No,11,No,No,No,No,11
CORDOBA,Juárez Celman,La Carlota,14056100,986,No,No,No,No,No,No,No,986
CORDOBA,Juárez Celman,Los Cisnes,14056110,2,165,No,No,No,No,No,No,167
CORDOBA,Juárez Celman,Olaeta,14056120,No,65,No,No,No,No,No,No,65
CORDOBA,Juárez Celman,Santa Eufemia,14056150,No,587,No,No,No,1,No,57,645
CORDOBA,Juárez Celman,Ucacha,14056160,143,1.747,No,1,No,No,No,59,1.950
CORDOBA,Juárez Celman,Villa Reducción,14056170,No,No,No,No,No,No,No,232,232
CORDOBA,Marcos Juárez,Alejo Ledesma,14063010,No,No,No,1,No,3,No,79,83
CORDOBA,Marcos Juárez,Arias,14063020,493,No,No,No,No,No,No,No,493
CORDOBA,Marcos Juárez,Camilo Aldao,14063030,1.155,No,No,No,No,1,No,No,1.156
CORDOBA,Marcos Juárez,Colonia Italiana,14063070,No,158,No,No,31,No,No,10,199
CORDOBA,Marcos Juárez,Corral de Bustos,14063090,752,4.591,No,1.027,1.796,No,No,46,8.212
CORDOBA,Marcos Juárez,Cruz Alta,14063100,669,No,No,1,No,1,No,No,671
CORDOBA,Marcos Juárez,General Baldissera,14063110,451,No,No,No,No,1,No,No,452
CORDOBA,Marcos Juárez,General Roca,14063120,1.127,No,No,1,No,2,No,No,1.130
CORDOBA,Marcos Juárez,Guatimozín,14063130,170,No,No,601,596,1,No,30,1.398
CORDOBA,Marcos Juárez,Inriville,14063140,233,No,No,No,No,No,No,89,322
CORDOBA,Marcos Juárez,Isla Verde,14063150,765,262,No,No,No,No,No,No,1.027
CORDOBA,Marcos Juárez,Leones,14063160,167,2.548,No,1,No,No,No,23,2.739
CORDOBA,Marcos Juárez,Los Surgentes,14063170,757,No,No,6,No,1,No,No,764
CORDOBA,Marcos Juárez,Marcos Juárez,14063180,652,9.716,No,2,No,No,No,239,10.609
CORDOBA,Marcos Juárez,Monte Buey,14063190,1.563,No,No,No,No,No,No,No,1.563
CORDOBA,Marcos Juárez,Villa Elisa,14063230,1.031,No,12,No,No,No,No,No,1.043
CORDOBA,Marcos Juárez,Saira,14063210,234,No,No,No,No,No,No,No,234
CORDOBA,Marcos Juárez,Capitán General Bernardo O'Higgins,14063040,No,No,No,30,No,No,No,141,171
CORDOBA,Marcos Juárez,Cavanagh,14063050,No,No,No,No,No,No,No,322,322
CORDOBA,Minas,Ciénaga del Coro,14070010,No,No,No,1,No,No,No,64,65
CORDOBA,Minas,La Playa,14070050,No,No,No,No,No,No,No,53,53
CORDOBA,Minas,San Carlos Minas,14070060,204,No,No,2,No,No,No,290,496
CORDOBA,Minas,Tosno,14070080,No,No,No,No,No,No,No,27,27
CORDOBA,Minas,El Chacho,14070020,No,No,No,1,No,No,No,173,174
CORDOBA,Minas,Estancia de Guadalupe,14070030,No,No,No,No,No,No,No,35,35
CORDOBA,Minas,Guasapampa,14070040,No,No,No,No,No,No,No,34,34
CORDOBA,Minas,Talaini,14070070,No,No,No,No,No,No,No,23,23
CORDOBA,OTROS,OTROS,Sin Datos,No,No,No,No,485,No,No,268,753
CORDOBA,Pocho,Chancani,14077010,No,No,No,No,No,No,No,97,97
CORDOBA,Pocho,Las Palmas,14077020,No,No,No,No,No,No,No,9,9
CORDOBA,Pocho,Salsacate,14077040,155,No,No,3,No,1,No,298,457
CORDOBA,Pocho,Villa de Pocho,14077080,No,No,No,No,No,No,No,40,40
CORDOBA,Pocho,Los Talares,14077030,No,No,No,No,No,No,No,39,39
CORDOBA,Pocho,San Gerónimo,14077050,No,No,No,No,No,No,No,11,11
CORDOBA,Pocho,Tala Cañada,14077060,No,No,No,No,No,No,No,39,39
CORDOBA,Pocho,Taninga,14077070,No,No,No,No,No,No,No,167,167
CORDOBA,Presidente Roque Sáenz Peña,General Levalle,14084010,3,2.441,No,1,29,No,No,148,2.622
CORDOBA,Presidente Roque Sáenz Peña,La Cesira,14084020,395,No,No,2,17,1,No,38,453
CORDOBA,Presidente Roque Sáenz Peña,Laboulaye,14084030,1.088,5.570,No,1,1,No,No,668,7.328
CORDOBA,Presidente Roque Sáenz Peña,Melo,14084050,No,No,No,10,21,No,No,389,420
CORDOBA,Presidente Roque Sáenz Peña,Río Bamba,14084060,No,No,No,No,No,No,No,29,29
CORDOBA,Presidente Roque Sáenz Peña,Rosales,14084070,No,No,No,No,No,No,No,132,132
CORDOBA,Presidente Roque Sáenz Peña,Serrano,14084090,No,1.033,No,No,No,1,No,81,1.115
CORDOBA,Presidente Roque Sáenz Peña,San Joaquín,14084080,No,No,No,No,No,No,No,42,42
CORDOBA,Presidente Roque Sáenz Peña,Leguizamón,14084040,No,No,No,1,No,No,No,No,1
CORDOBA,Punilla,Bialet Massé,14091020,941,No,No,1,No,No,No,333,1.275
CORDOBA,Punilla,Cabalango,14091030,No,No,No,No,No,No,No,207,207
CORDOBA,Punilla,Capilla del Monte,14091040,1.643,457,No,No,No,No,No,282,2.382
CORDOBA,Punilla,Casa Grande,14091050,No,No,No,No,No,No,No,57,57
CORDOBA,Punilla,Charbonier,14091060,No,No,No,No,No,No,No,102,102
CORDOBA,Punilla,Cosquín,14091070,1.307,4.694,No,No,No,No,No,113,6.114
CORDOBA,Punilla,Cuesta Blanca,14091080,No,No,No,No,No,No,No,40,40
CORDOBA,Punilla,Estancia Vieja,14091090,No,No,No,No,No,No,No,216,216
CORDOBA,Punilla,Huerta Grande,14091100,No,109,No,416,No,No,No,103,628
CORDOBA,Punilla,La Cumbre,14091110,1.044,No,No,No,No,No,No,175,1.219
CORDOBA,Punilla,La Falda,14091120,1.336,4.689,No,8,No,No,No,26,6.059
CORDOBA,Punilla,Las Jarillas,14091130,No,No,No,No,No,No,No,4,4
CORDOBA,Punilla,Los Cocos,14091140,206,No,No,No,No,No,No,52,258
CORDOBA,Punilla,Mayu Sumaj,14091160,No,128,No,No,No,No,No,49,177
CORDOBA,Punilla,San Antonio de Arredondo,14091180,No,1.322,No,1,No,No,No,112,1.435
CORDOBA,Punilla,San Esteban,14091190,62,No,No,No,No,No,No,42,104
CORDOBA,Punilla,San Roque,14091200,No,No,No,No,No,No,No,233,233
CORDOBA,Punilla,Santa María de Punilla,14091210,1.273,No,No,2,1,No,No,113,1.389
CORDOBA,Punilla,Tala Huasi,14091220,No,No,No,No,No,No,No,15,15
CORDOBA,Punilla,Tanti,14091230,No,No,No,No,225,No,No,373,598
CORDOBA,Punilla,Valle Hermoso,14091240,913,16,No,No,No,No,No,116,1.045
CORDOBA,Punilla,Villa Carlos Paz,14091250,1.857,21.973,No,6,1,2,No,642,24.481
CORDOBA,Punilla,Villa Giardino,14091270,992,No,No,365,No,No,No,253,1.610
CORDOBA,Punilla,Villa Parque Siquimán,14091290,No,No,No,No,No,No,No,285,285
CORDOBA,Punilla,Villa Río Icho Cruz,14091300,No,No,No,No,No,No,No,147,147
CORDOBA,Punilla,Villa Santa Cruz del Lago,14091320,272,No,No,No,No,No,No,279,551
CORDOBA,Río Cuarto,Achiras,14098010,No,No,No,50,No,No,No,258,308
CORDOBA,Río Cuarto,Adelia María,14098020,353,2.469,No,15,No,No,No,179,3.016
CORDOBA,Río Cuarto,Alcira (Est. Gigena),14098030,464,No,No,883,No,1,No,No,1.348
CORDOBA,Río Cuarto,ALPA CORRAL,14098040,No,No,No,No,160,No,No,No,160
CORDOBA,Río Cuarto,Berrotarán,14098050,609,1.445,No,2,No,No,No,133,2.189
CORDOBA,Río Cuarto,Bulnes,14098060,50,No,No,No,No,1,No,No,51
CORDOBA,Río Cuarto,Chaján,14098070,No,No,No,78,No,1,No,No,79
CORDOBA,Río Cuarto,Chucul,14098080,19,No,No,3,No,No,No,74,96
CORDOBA,Río Cuarto,Coronel Moldes,14098100,501,No,No,No,1.340,No,No,No,1.841
CORDOBA,Río Cuarto,Elena,14098110,139,No,No,596,No,No,No,86,821
CORDOBA,Río Cuarto,La Carolina,14098120,7,No,No,No,No,2,No,66,75
CORDOBA,Río Cuarto,Las Acequias,14098150,422,No,No,8,No,No,No,No,430
CORDOBA,Río Cuarto,LAS ALBAHACAS,14098160,9,No,No,No,14,No,No,No,23
CORDOBA,Río Cuarto,Las Higueras,14098170,256,573,No,645,No,No,No,No,1.474
CORDOBA,Río Cuarto,Las Peñas,14098180,5,No,No,No,No,No,No,25,30
CORDOBA,Río Cuarto,Las Vertientes,14098190,48,No,No,25,No,No,No,No,73
CORDOBA,Río Cuarto,Malena,14098200,1,No,No,No,No,No,No,No,1
CORDOBA,Río Cuarto,OTROS,Sin Datos,No,No,No,1,30,No,No,No,31
CORDOBA,Río Cuarto,Río Cuarto,14098230,6.460,39.139,1,18.376,No,6,No,1.254,65.236
CORDOBA,Río Cuarto,SAMPACHO,14098240,588,No,No,29,1.070,No,No,219,1.906
CORDOBA,Río Cuarto,San Basilio,14098250,37,No,No,865,No,1,No,No,903
CORDOBA,Río Cuarto,Santa Catalina (Est. Holmberg),14098260,456,No,No,511,No,No,No,178,1.145
CORDOBA,Río Cuarto,Vicuña Mackenna,14098290,2.268,1.472,No,71,No,1,No,No,3.812
CORDOBA,Río Cuarto,VILLA EL CHACAY,14098300,No,No,No,No,4,No,No,No,4
CORDOBA,Río Cuarto,Washington,14098320,No,No,No,No,No,No,No,38,38
CORDOBA,Río Cuarto,Coronel Baigorria,14098090,No,No,No,No,No,No,No,74,74
CORDOBA,Río Primero,Cañada de Machado,14105020,No,No,No,No,No,No,No,11,11
CORDOBA,Río Primero,Esquina,14105090,No,No,No,56,No,1,No,No,57
CORDOBA,Río Primero,La Para,14105110,No,1.167,No,4,No,1,No,154,1.326
CORDOBA,Río Primero,La Puerta,14105130,No,No,No,1,No,No,No,100,101
CORDOBA,Río Primero,Montecristo,14105190,217,No,No,1.331,No,2,No,185,1.735
CORDOBA,Río Primero,OTROS,Sin Datos,No,No,No,No,No,No,No,20,20
CORDOBA,Río Primero,Piquillín,14105210,158,No,No,No,No,No,No,No,158
CORDOBA,Río Primero,Río Primero,14105240,1.206,No,No,703,No,No,No,187,2.096
CORDOBA,Río Primero,Santa Rosa de Río Primero,14105260,363,No,No,806,No,No,No,339,1.508
CORDOBA,Río Primero,Villa Fontana,14105270,No,No,No,170,No,No,No,231,401
CORDOBA,Río Primero,Diego de Rojas,14105060,No,No,No,1,No,No,No,No,1
CORDOBA,Río Primero,La Quinta,14105140,No,No,No,No,No,No,No,20,20
CORDOBA,Río Seco,Sebastián Elcano,14112110,No,No,No,2,No,No,No,No,2
CORDOBA,Río Seco,Villa de María,14112130,No,610,No,No,427,No,No,242,1.279
CORDOBA,Río Seco,Cerro Colorado,14112010,No,No,No,No,No,No,No,60,60
CORDOBA,Río Seco,Rayo Cortado,14112080,No,No,No,No,No,No,No,57,57
CORDOBA,Río Segundo,Capilla del Carmen,14119030,No,138,No,No,No,No,No,15,153
CORDOBA,Río Segundo,Carrilobo,14119040,No,599,No,No,No,1,No,60,660
CORDOBA,Río Segundo,Colazo,14119050,No,No,No,2,No,1,No,No,3
CORDOBA,Río Segundo,Costasacate,14119070,126,No,No,153,No,No,No,12,291
CORDOBA,Río Segundo,Laguna Larga,14119090,748,No,No,1,No,No,No,704,1.453
CORDOBA,Río Segundo,Las Junturas,14119100,62,No,No,514,No,1,No,No,577
CORDOBA,Río Segundo,Los Chañaritos,14119110,6,No,No,32,No,No,No,31,69
CORDOBA,Río Segundo,Luque,14119120,46,637,No,431,No,No,No,20,1.134
CORDOBA,Río Segundo,Manfredi,14119130,76,No,No,4,No,No,No,No,80
CORDOBA,Río Segundo,Oncativo,14119150,2.514,73,No,152,No,No,No,436,3.175
CORDOBA,Río Segundo,Pilar,14119160,1.951,No,No,206,377,2,No,1.402,3.938
CORDOBA,Río Segundo,Pozo del Molle,14119170,No,1.892,No,No,No,No,No,No,1.892
CORDOBA,Río Segundo,Rincón,14119180,No,126,No,No,No,No,No,17,143
CORDOBA,Río Segundo,Río Segundo,14119190,2.416,No,No,509,580,No,No,1.404,4.909
CORDOBA,Río Segundo,Santiago Temple,14119200,95,653,No,No,No,1,No,81,830
CORDOBA,Río Segundo,Villa del Rosario,14119210,141,7.257,No,No,No,No,No,71,7.469
CORDOBA,Río Segundo,Calchín,14119010,No,894,No,No,No,No,No,28,922
CORDOBA,San Alberto,Arroyo Los Patos,14126020,No,40,No,20,No,No,No,5,65
CORDOBA,San Alberto,El Huayco,14126030,66,No,No,No,No,No,No,6,72
CORDOBA,San Alberto,La Cortadera,14126040,No,No,No,1,No,No,No,No,1
CORDOBA,San Alberto,Las Calles,14126050,No,No,No,12,No,No,No,47,59
CORDOBA,San Alberto,Las Rabonas,14126070,No,No,No,15,No,No,No,32,47
CORDOBA,San Alberto,Mina Clavero,14126090,1.853,302,No,187,No,No,No,No,2.342
CORDOBA,San Alberto,Nono,14126110,215,30,No,122,No,No,No,35,402
CORDOBA,San Alberto,San Huberto,14126130,No,No,No,3,No,No,No,27,30
CORDOBA,San Alberto,San Lorenzo,14126140,No,No,No,1,No,No,No,20,21
CORDOBA,San Alberto,San Pedro,14126160,No,No,No,6,No,No,No,403,409
CORDOBA,San Alberto,San Vicente,14126170,No,No,No,6,No,No,No,33,39
CORDOBA,San Alberto,Sauce Arriba,14126180,No,No,No,No,No,No,No,21,21
CORDOBA,San Alberto,Villa Cura Brochero,14126200,No,180,No,125,No,No,No,3,308
CORDOBA,San Alberto,Villa Sarmiento,14126210,1,No,No,No,No,No,No,423,424
CORDOBA,San Javier,Conlara,14133010,No,No,No,No,No,No,No,24,24
CORDOBA,San Javier,Cruz Caña,14133030,No,No,No,No,No,No,No,41,41
CORDOBA,San Javier,Dos Arroyos,14133040,No,No,No,No,No,No,No,5,5
CORDOBA,San Javier,El Pantanillo,14133050,No,No,No,No,No,No,No,4,4
CORDOBA,San Javier,La Paz,14133060,No,No,No,No,No,1,No,268,269
CORDOBA,San Javier,La Población,14133070,No,No,No,No,No,No,No,78,78
CORDOBA,San Javier,La Ramada,14133080,No,No,No,No,No,No,No,14,14
CORDOBA,San Javier,La Travesía,14133090,No,No,No,No,No,No,No,49,49
CORDOBA,San Javier,Las Chacras,14133095,No,No,No,2,No,No,No,No,2
CORDOBA,San Javier,Las Tapias,14133100,No,No,No,No,No,No,No,251,251
CORDOBA,San Javier,Loma Bola,14133105,No,No,No,No,No,No,No,20,20
CORDOBA,San Javier,Los Cerrillos,14133110,No,No,No,No,No,No,No,64,64
CORDOBA,San Javier,Los Hornillos,14133120,290,No,No,No,No,No,No,43,333
CORDOBA,San Javier,Los Molles,14133130,No,No,No,No,No,No,No,36,36
CORDOBA,San Javier,Los Romeros,14133040,No,No,No,No,No,No,No,9,9
CORDOBA,San Javier,Luyaba,14133150,No,No,No,No,No,No,No,124,124
CORDOBA,San Javier,Quebracho Ladeado,14133155,No,No,No,No,No,No,No,10,10
CORDOBA,San Javier,Quebrada de los Pozos,14133160,No,No,No,No,No,1,No,81,82
CORDOBA,San Javier,San Javier y Yacanto,14133170,No,No,No,No,No,No,No,280,280
CORDOBA,San Javier,San José,14133180,No,No,No,No,No,No,No,69,69
CORDOBA,San Javier,Villa de las Rosas,14133190,No,No,No,No,No,No,No,329,329
CORDOBA,San Javier,Villa Dolores,14133200,901,802,No,4.892,No,No,No,2.167,8.762
CORDOBA,San Javier,Villa La Viña,14133210,No,No,No,No,No,No,No,6,6
CORDOBA,San Justo,Alicia,14140010,No,360,No,858,No,1,No,No,1.219
CORDOBA,San Justo,Altos de Chipión,14140020,606,No,No,No,No,1,No,No,607
CORDOBA,San Justo,Arroyito,14140030,538,6.608,No,2.121,No,1,58,103,9.429
CORDOBA,San Justo,Brinkmann,14140050,188,No,No,2.547,No,No,No,No,2.735
CORDOBA,San Justo,Colonia Anita,14140060,No,No,No,No,No,No,No,4,4
CORDOBA,San Justo,Colonia Las Pichanas,14140080,No,No,No,No,No,No,No,43,43
CORDOBA,San Justo,Colonia Marina,14140090,No,203,No,171,No,1,No,103,478
CORDOBA,San Justo,Colonia San Bartolomé,14140110,No,No,No,No,No,No,No,390,390
CORDOBA,San Justo,Devoto,14140160,611,No,No,2,1,No,No,No,614
CORDOBA,San Justo,El Arañado,14140170,No,479,No,No,No,1,No,66,546
CORDOBA,San Justo,El Fuertecito,14140190,No,No,No,No,No,No,No,9,9
CORDOBA,San Justo,El Tío,14140200,30,526,No,126,No,No,No,No,682
CORDOBA,San Justo,Estación Luxardo,14140210,No,No,No,No,No,No,No,36,36
CORDOBA,San Justo,Freyre,14140220,268,2.230,No,No,No,No,No,63,2.561
CORDOBA,San Justo,La Francia,14140230,620,No,No,495,No,No,No,119,1.234
CORDOBA,San Justo,La Tordilla,14140250,435,No,No,No,No,No,No,45,480
CORDOBA,San Justo,Las Varillas,14140270,514,3.948,No,2.767,No,1,No,No,7.230
CORDOBA,San Justo,Marull,14140280,No,No,No,485,No,1,No,235,721
CORDOBA,San Justo,Miramar,14140290,No,735,No,No,137,No,No,158,1.030
CORDOBA,San Justo,Morteros,14140300,202,No,No,6.554,No,No,No,No,6.756
CORDOBA,San Justo,Plaza Luxardo,14140310,No,No,No,No,No,No,No,6,6
CORDOBA,San Justo,Plaza San Francisco,14140320,No,No,No,No,No,No,No,9,9
CORDOBA,San Justo,Porteña,14140330,804,No,No,1.123,No,No,No,70,1.997
CORDOBA,San Justo,Quebracho Herrado,14140340,No,No,No,No,No,No,No,18,18
CORDOBA,San Justo,Sacanta,14140350,No,923,No,257,No,1,No,120,1.301
CORDOBA,San Justo,San Francisco,14140360,3.271,16.552,No,7,60,No,No,1.222,21.112
CORDOBA,San Justo,Saturnino María Laspiur,14140370,No,758,No,No,No,1,No,No,759
CORDOBA,San Justo,Tránsito,14140400,77,1.025,No,No,No,No,No,118,1.220
CORDOBA,San Justo,Villa Concepción del Tío,14140420,No,245,No,No,No,No,No,132,377
CORDOBA,San Justo,Villa San Esteban,14140440,No,No,No,No,No,No,No,28,28
CORDOBA,San Justo,Toro Pujio,14140390,77,No,No,No,No,No,No,No,77
CORDOBA,San Justo,Colonia Vignaud,14140150,94,No,No,102,No,No,No,No,196
CORDOBA,San Justo,Seeber,14140380,66,No,No,No,No,No,No,No,66
CORDOBA,San Justo,El Fortín,14140180,No,395,No,No,No,No,No,63,458
CORDOBA,San Justo,Las Varas,14140260,No,No,No,148,11,No,No,No,159
CORDOBA,San Justo,Villa del Tránsito,14140430,No,No,No,No,No,No,No,51,51
CORDOBA,San Justo,La Paquita,14140240,270,No,No,No,No,No,No,76,346
CORDOBA,Santa María,Alta Gracia,14147010,3.452,1.452,No,10.895,No,No,No,327,16.126
CORDOBA,Santa María,Anisacate,14147020,416,No,No,No,No,No,No,107,523
CORDOBA,Santa María,Despeñaderos,14147080,1.287,No,No,236,No,No,No,158,1.681
CORDOBA,Santa María,La Cumbrecita,14147280,No,No,No,No,No,No,No,2,2
CORDOBA,Santa María,La Paisanita,14147150,33,No,No,No,No,No,No,1,34
CORDOBA,Santa María,La Rancherita,14147170,No,No,No,No,No,No,No,1,1
CORDOBA,Santa María,La Serranita,14147180,No,No,No,No,No,No,No,1,1
CORDOBA,Santa María,Lozada,14147200,No,No,No,No,No,No,No,1,1
CORDOBA,Santa María,Malagueño,14147210,49,No,No,16,No,No,No,383,448
CORDOBA,Santa María,Monte Ralo,14147220,No,No,No,No,No,No,No,23,23
CORDOBA,Santa María,OTROS,Sin Datos,No,No,No,No,No,No,No,602,602
CORDOBA,Santa María,Potrero de Garay,14147230,No,No,No,2,No,No,No,828,830
CORDOBA,Santa María,Rafael García,14147240,No,No,No,No,No,No,No,1,1
CORDOBA,Santa María,San Nicolás,14147260,7,No,No,No,No,No,No,No,7
CORDOBA,Santa María,Toledo,14147280,517,No,No,163,No,No,No,4,684
CORDOBA,Santa María,Valle de Anisacate,14147300,No,No,No,No,No,No,No,62,62
CORDOBA,Santa María,Villa Ciudad de América (Loteo Diego de Rojas),14147310,No,No,No,No,No,No,No,232,232
CORDOBA,Santa María,Villa del Prado,14147320,No,No,No,1,No,No,No,49,50
CORDOBA,Santa María,Villa La Bolsa,14147330,No,No,No,No,No,No,No,54,54
CORDOBA,Santa María,Villa Los Aromos,14147340,98,No,No,No,No,No,No,62,160
CORDOBA,Santa María,Villa Parque Santa Ana,14147350,268,No,No,No,No,No,No,No,268
CORDOBA,Santa María,Villa San Isidro - José de la Quintana,14147360,No,No,No,No,No,No,No,63,63
CORDOBA,Santa María,La Donosa,14147280,No,No,No,No,No,No,No,74,74
CORDOBA,Santa María,José de la Quintana,14147115,No,No,No,No,No,No,No,10,10
CORDOBA,Sobremonte,San Francisco del Chañar,14154050,No,No,No,1,No,1,No,No,2
CORDOBA,Sobremonte,Caminiaga,14154010,No,No,No,2,No,No,No,No,2
CORDOBA,Tercero Arriba,Almafuerte,14161010,836,2.554,No,3,5,No,No,351,3.749
CORDOBA,Tercero Arriba,Colonia Almada,14161020,No,No,No,No,No,No,No,1,1
CORDOBA,Tercero Arriba,Corralito,14161030,No,No,No,151,265,1,No,35,452
CORDOBA,Tercero Arriba,General Fotheringham,14161050,31,No,No,No,No,No,No,40,71
CORDOBA,Tercero Arriba,Hernando,14161060,372,3.031,No,3,No,No,No,No,3.406
CORDOBA,Tercero Arriba,James Craik,14161070,229,622,No,2,No,No,No,637,1.490
CORDOBA,Tercero Arriba,Las Isletillas,14161080,No,No,No,No,No,No,No,8,8
CORDOBA,Tercero Arriba,Las Perdices,14161090,949,No,No,No,No,1,No,33,983
CORDOBA,Tercero Arriba,Oliva,14161110,1.532,No,No,1.893,No,No,No,162,3.587
CORDOBA,Tercero Arriba,Pampayasta Sur,14161130,No,No,No,3,No,1,No,No,4
CORDOBA,Tercero Arriba,Río Tercero,14161150,614,8.810,No,10.001,No,1,No,1.168,20.594
CORDOBA,Tercero Arriba,Tancacha,14161160,1.305,No,No,No,No,1,No,184,1.490
CORDOBA,Tercero Arriba,Villa Ascasubi,14161170,No,No,No,No,No,No,No,849,849
CORDOBA,Tercero Arriba,Pampayasta Norte,14161120,No,No,No,No,No,No,No,1,1
CORDOBA,Tercero Arriba,Punta del Agua,14161140,No,No,No,No,No,No,No,1,1
